Month,Count,Direction,Region
2015-10-01,21.0,Net,West Coast Region
2015-11-01,12.0,Net,West Coast Region
2015-12-01,24.0,Net,West Coast Region
2016-01-01,9.0,Net,West Coast Region
2016-02-01,3.0,Net,West Coast Region
2016-03-01,12.0,Net,West Coast Region
2016-04-01,-9.0,Net,West Coast Region
2016-05-01,-6.0,Net,West Coast Region
2016-06-01,3.0,Net,West Coast Region
2016-07-01,12.0,Net,West Coast Region
2016-08-01,24.0,Net,West Coast Region
2016-09-01,9.0,Net,West Coast Region
2016-10-01,18.0,Net,West Coast Region
2016-11-01,12.0,Net,West Coast Region
2016-12-01,21.0,Net,West Coast Region
2017-01-01,9.0,Net,West Coast Region
2017-02-01,12.0,Net,West Coast Region
2017-03-01,9.0,Net,West Coast Region
2017-04-01,-6.0,Net,West Coast Region
2017-05-01,-9.0,Net,West Coast Region
2017-06-01,-6.0,Net,West Coast Region
2017-07-01,0.0,Net,West Coast Region
2017-08-01,24.0,Net,West Coast Region
2017-09-01,15.0,Net,West Coast Region
2017-10-01,24.0,Net,West Coast Region
2017-11-01,12.0,Net,West Coast Region
2017-12-01,18.0,Net,West Coast Region
2018-01-01,21.0,Net,West Coast Region
2018-02-01,0.0,Net,West Coast Region
2018-03-01,0.0,Net,West Coast Region
2018-04-01,-12.0,Net,West Coast Region
2018-05-01,0.0,Net,West Coast Region
2018-06-01,-9.0,Net,West Coast Region
2018-07-01,-12.0,Net,West Coast Region
2018-08-01,3.0,Net,West Coast Region
2018-09-01,12.0,Net,West Coast Region
2018-10-01,3.0,Net,West Coast Region
2018-11-01,15.0,Net,West Coast Region
2018-12-01,3.0,Net,West Coast Region
2019-01-01,18.0,Net,West Coast Region
2019-02-01,-6.0,Net,West Coast Region
2019-03-01,-24.0,Net,West Coast Region
2019-04-01,-21.0,Net,West Coast Region
2019-05-01,-21.0,Net,West Coast Region
2019-06-01,-15.0,Net,West Coast Region
2019-07-01,-6.0,Net,West Coast Region
2019-08-01,12.0,Net,West Coast Region
2019-09-01,6.0,Net,West Coast Region
2019-10-01,12.0,Net,West Coast Region
2019-11-01,6.0,Net,West Coast Region
2019-12-01,9.0,Net,West Coast Region
2020-01-01,-9.0,Net,West Coast Region
2020-02-01,6.0,Net,West Coast Region
2020-03-01,15.0,Net,West Coast Region
2020-04-01,3.0,Net,West Coast Region
2020-05-01,3.0,Net,West Coast Region
2020-06-01,-3.0,Net,West Coast Region
2020-07-01,-6.0,Net,West Coast Region
2020-08-01,0.0,Net,West Coast Region
2020-09-01,0.0,Net,West Coast Region
2020-10-01,-3.0,Net,West Coast Region
2020-11-01,0.0,Net,West Coast Region
2020-12-01,6.0,Net,West Coast Region
2021-01-01,0.0,Net,West Coast Region
2021-02-01,3.0,Net,West Coast Region
2021-03-01,-24.0,Net,West Coast Region
2021-04-01,9.0,Net,West Coast Region
2021-05-01,-6.0,Net,West Coast Region
2021-06-01,-15.0,Net,West Coast Region
2021-07-01,3.0,Net,West Coast Region
2021-08-01,-6.0,Net,West Coast Region
2021-09-01,-3.0,Net,West Coast Region
2021-10-01,-3.0,Net,West Coast Region
2021-11-01,0.0,Net,West Coast Region
2021-12-01,-15.0,Net,West Coast Region
2022-01-01,-12.0,Net,West Coast Region
2022-02-01,-24.0,Net,West Coast Region
2022-03-01,-12.0,Net,West Coast Region
2022-04-01,-6.0,Net,West Coast Region
2022-05-01,-12.0,Net,West Coast Region
2022-06-01,-12.0,Net,West Coast Region
2022-07-01,-6.0,Net,West Coast Region
2022-08-01,3.0,Net,West Coast Region
2022-09-01,-15.0,Net,West Coast Region
2022-10-01,12.0,Net,West Coast Region
2022-11-01,12.0,Net,West Coast Region
2022-12-01,3.0,Net,West Coast Region
2023-01-01,12.0,Net,West Coast Region
2023-02-01,9.0,Net,West Coast Region
2023-03-01,-9.0,Net,West Coast Region
2023-04-01,-9.0,Net,West Coast Region
2023-05-01,-6.0,Net,West Coast Region
2023-06-01,-6.0,Net,West Coast Region
2023-07-01,0.0,Net,West Coast Region
2023-08-01,3.0,Net,West Coast Region
2023-09-01,9.0,Net,West Coast Region
2023-10-01,-3.0,Net,West Coast Region
2023-11-01,3.0,Net,West Coast Region
2023-12-01,0.0,Net,West Coast Region
2024-01-01,3.0,Net,West Coast Region
2024-02-01,-9.0,Net,West Coast Region
2024-03-01,-9.0,Net,West Coast Region
2024-04-01,-6.0,Net,West Coast Region
2024-05-01,-36.0,Net,West Coast Region
2024-06-01,-18.0,Net,West Coast Region
2024-07-01,-30.0,Net,West Coast Region
2024-08-01,-15.0,Net,West Coast Region
2024-09-01,-9.0,Net,West Coast Region
2024-10-01,-15.0,Net,West Coast Region
2024-11-01,-3.0,Net,West Coast Region
2013-01-01,471.0,Net,Canterbury Region
2013-02-01,519.0,Net,Canterbury Region
2013-03-01,330.0,Net,Canterbury Region
2013-04-01,306.0,Net,Canterbury Region
2013-05-01,252.0,Net,Canterbury Region
2013-06-01,270.0,Net,Canterbury Region
2013-07-01,396.0,Net,Canterbury Region
2013-08-01,546.0,Net,Canterbury Region
2013-09-01,594.0,Net,Canterbury Region
2013-10-01,741.0,Net,Canterbury Region
2013-11-01,558.0,Net,Canterbury Region
2013-12-01,384.0,Net,Canterbury Region
2014-01-01,576.0,Net,Canterbury Region
2014-02-01,912.0,Net,Canterbury Region
2014-03-01,528.0,Net,Canterbury Region
2014-04-01,459.0,Net,Canterbury Region
2014-05-01,333.0,Net,Canterbury Region
2014-06-01,414.0,Net,Canterbury Region
2014-07-01,501.0,Net,Canterbury Region
2014-08-01,822.0,Net,Canterbury Region
2014-09-01,714.0,Net,Canterbury Region
2014-10-01,708.0,Net,Canterbury Region
2014-11-01,783.0,Net,Canterbury Region
2014-12-01,471.0,Net,Canterbury Region
2015-01-01,798.0,Net,Canterbury Region
2015-02-01,723.0,Net,Canterbury Region
2015-03-01,486.0,Net,Canterbury Region
2015-04-01,348.0,Net,Canterbury Region
2015-05-01,330.0,Net,Canterbury Region
2015-06-01,366.0,Net,Canterbury Region
2015-07-01,657.0,Net,Canterbury Region
2015-08-01,756.0,Net,Canterbury Region
2015-09-01,771.0,Net,Canterbury Region
2015-10-01,783.0,Net,Canterbury Region
2015-11-01,702.0,Net,Canterbury Region
2015-12-01,531.0,Net,Canterbury Region
2016-01-01,744.0,Net,Canterbury Region
2016-02-01,930.0,Net,Canterbury Region
2016-03-01,468.0,Net,Canterbury Region
2016-04-01,312.0,Net,Canterbury Region
2016-05-01,387.0,Net,Canterbury Region
2016-06-01,348.0,Net,Canterbury Region
2016-07-01,486.0,Net,Canterbury Region
2016-08-01,564.0,Net,Canterbury Region
2016-09-01,759.0,Net,Canterbury Region
2016-10-01,834.0,Net,Canterbury Region
2016-11-01,495.0,Net,Canterbury Region
2016-12-01,477.0,Net,Canterbury Region
2017-01-01,807.0,Net,Canterbury Region
2017-02-01,753.0,Net,Canterbury Region
2017-03-01,297.0,Net,Canterbury Region
2017-04-01,261.0,Net,Canterbury Region
2017-05-01,126.0,Net,Canterbury Region
2017-06-01,312.0,Net,Canterbury Region
2017-07-01,462.0,Net,Canterbury Region
2017-08-01,360.0,Net,Canterbury Region
2017-09-01,510.0,Net,Canterbury Region
2017-10-01,522.0,Net,Canterbury Region
2017-11-01,417.0,Net,Canterbury Region
2017-12-01,204.0,Net,Canterbury Region
2018-01-01,603.0,Net,Canterbury Region
2018-02-01,570.0,Net,Canterbury Region
2018-03-01,201.0,Net,Canterbury Region
2018-04-01,69.0,Net,Canterbury Region
2018-05-01,75.0,Net,Canterbury Region
2018-06-01,51.0,Net,Canterbury Region
2018-07-01,252.0,Net,Canterbury Region
2018-08-01,216.0,Net,Canterbury Region
2018-09-01,294.0,Net,Canterbury Region
2018-10-01,237.0,Net,Canterbury Region
2018-11-01,198.0,Net,Canterbury Region
2018-12-01,-93.0,Net,Canterbury Region
2019-01-01,78.0,Net,Canterbury Region
2019-02-01,-318.0,Net,Canterbury Region
2019-03-01,-462.0,Net,Canterbury Region
2019-04-01,-402.0,Net,Canterbury Region
2019-05-01,-534.0,Net,Canterbury Region
2019-06-01,-408.0,Net,Canterbury Region
2019-07-01,-348.0,Net,Canterbury Region
2019-08-01,-177.0,Net,Canterbury Region
2019-09-01,-93.0,Net,Canterbury Region
2019-10-01,-108.0,Net,Canterbury Region
2019-11-01,-252.0,Net,Canterbury Region
2019-12-01,-195.0,Net,Canterbury Region
2020-01-01,-192.0,Net,Canterbury Region
2020-02-01,99.0,Net,Canterbury Region
2020-03-01,210.0,Net,Canterbury Region
2020-04-01,12.0,Net,Canterbury Region
2020-05-01,18.0,Net,Canterbury Region
2020-06-01,-36.0,Net,Canterbury Region
2020-07-01,-195.0,Net,Canterbury Region
2020-08-01,15.0,Net,Canterbury Region
2020-09-01,-45.0,Net,Canterbury Region
2020-10-01,-24.0,Net,Canterbury Region
2020-11-01,-141.0,Net,Canterbury Region
2020-12-01,-297.0,Net,Canterbury Region
2021-01-01,-225.0,Net,Canterbury Region
2021-02-01,-21.0,Net,Canterbury Region
2021-03-01,-237.0,Net,Canterbury Region
2021-04-01,-237.0,Net,Canterbury Region
2021-05-01,-234.0,Net,Canterbury Region
2021-06-01,-336.0,Net,Canterbury Region
2021-07-01,-228.0,Net,Canterbury Region
2021-08-01,-195.0,Net,Canterbury Region
2021-09-01,-111.0,Net,Canterbury Region
2021-10-01,-120.0,Net,Canterbury Region
2021-11-01,-255.0,Net,Canterbury Region
2021-12-01,-699.0,Net,Canterbury Region
2022-01-01,-489.0,Net,Canterbury Region
2022-02-01,-372.0,Net,Canterbury Region
2022-03-01,-417.0,Net,Canterbury Region
2022-04-01,-354.0,Net,Canterbury Region
2022-05-01,-417.0,Net,Canterbury Region
2022-06-01,-396.0,Net,Canterbury Region
2022-07-01,-264.0,Net,Canterbury Region
2022-08-01,-219.0,Net,Canterbury Region
2022-09-01,-147.0,Net,Canterbury Region
2022-10-01,-24.0,Net,Canterbury Region
2022-11-01,-189.0,Net,Canterbury Region
2022-12-01,-132.0,Net,Canterbury Region
2023-01-01,57.0,Net,Canterbury Region
2023-02-01,144.0,Net,Canterbury Region
2023-03-01,99.0,Net,Canterbury Region
2023-04-01,-159.0,Net,Canterbury Region
2023-05-01,-114.0,Net,Canterbury Region
2023-06-01,-141.0,Net,Canterbury Region
2023-07-01,-126.0,Net,Canterbury Region
2023-08-01,105.0,Net,Canterbury Region
2023-09-01,12.0,Net,Canterbury Region
2023-10-01,-90.0,Net,Canterbury Region
2023-11-01,-192.0,Net,Canterbury Region
2023-12-01,-294.0,Net,Canterbury Region
2024-01-01,-351.0,Net,Canterbury Region
2024-02-01,-297.0,Net,Canterbury Region
2024-03-01,-504.0,Net,Canterbury Region
2024-04-01,-633.0,Net,Canterbury Region
2024-05-01,-720.0,Net,Canterbury Region
2024-06-01,-555.0,Net,Canterbury Region
2024-07-01,-444.0,Net,Canterbury Region
2024-08-01,-336.0,Net,Canterbury Region
2024-09-01,-354.0,Net,Canterbury Region
2024-10-01,-405.0,Net,Canterbury Region
2024-11-01,-465.0,Net,Canterbury Region
2013-01-01,144.0,Net,Otago Region
2013-02-01,240.0,Net,Otago Region
2013-03-01,-6.0,Net,Otago Region
2013-04-01,-48.0,Net,Otago Region
2013-05-01,3.0,Net,Otago Region
2013-06-01,-33.0,Net,Otago Region
2013-07-01,33.0,Net,Otago Region
2013-08-01,-3.0,Net,Otago Region
2013-09-01,33.0,Net,Otago Region
2013-10-01,159.0,Net,Otago Region
2013-11-01,-3.0,Net,Otago Region
2013-12-01,15.0,Net,Otago Region
2014-01-01,276.0,Net,Otago Region
2014-02-01,261.0,Net,Otago Region
2014-03-01,54.0,Net,Otago Region
2014-04-01,6.0,Net,Otago Region
2014-05-01,21.0,Net,Otago Region
2014-06-01,96.0,Net,Otago Region
2014-07-01,48.0,Net,Otago Region
2014-08-01,102.0,Net,Otago Region
2014-09-01,132.0,Net,Otago Region
2014-10-01,141.0,Net,Otago Region
2014-11-01,18.0,Net,Otago Region
2014-12-01,102.0,Net,Otago Region
2015-01-01,339.0,Net,Otago Region
2015-02-01,213.0,Net,Otago Region
2015-03-01,30.0,Net,Otago Region
2015-04-01,87.0,Net,Otago Region
2015-05-01,75.0,Net,Otago Region
2015-06-01,111.0,Net,Otago Region
2015-07-01,129.0,Net,Otago Region
2015-08-01,57.0,Net,Otago Region
2015-09-01,177.0,Net,Otago Region
2015-10-01,189.0,Net,Otago Region
2015-11-01,198.0,Net,Otago Region
2015-12-01,180.0,Net,Otago Region
2016-01-01,291.0,Net,Otago Region
2016-02-01,366.0,Net,Otago Region
2016-03-01,84.0,Net,Otago Region
2016-04-01,99.0,Net,Otago Region
2016-05-01,132.0,Net,Otago Region
2016-06-01,108.0,Net,Otago Region
2016-07-01,153.0,Net,Otago Region
2016-08-01,93.0,Net,Otago Region
2016-09-01,198.0,Net,Otago Region
2016-10-01,207.0,Net,Otago Region
2016-11-01,126.0,Net,Otago Region
2016-12-01,201.0,Net,Otago Region
2017-01-01,273.0,Net,Otago Region
2017-02-01,381.0,Net,Otago Region
2017-03-01,90.0,Net,Otago Region
2017-04-01,24.0,Net,Otago Region
2017-05-01,78.0,Net,Otago Region
2017-06-01,111.0,Net,Otago Region
2017-07-01,150.0,Net,Otago Region
2017-08-01,120.0,Net,Otago Region
2017-09-01,177.0,Net,Otago Region
2017-10-01,225.0,Net,Otago Region
2017-11-01,126.0,Net,Otago Region
2017-12-01,126.0,Net,Otago Region
2018-01-01,342.0,Net,Otago Region
2018-02-01,306.0,Net,Otago Region
2018-03-01,78.0,Net,Otago Region
2018-04-01,9.0,Net,Otago Region
2018-05-01,-12.0,Net,Otago Region
2018-06-01,-33.0,Net,Otago Region
2018-07-01,81.0,Net,Otago Region
2018-08-01,75.0,Net,Otago Region
2018-09-01,114.0,Net,Otago Region
2018-10-01,42.0,Net,Otago Region
2018-11-01,-21.0,Net,Otago Region
2018-12-01,-111.0,Net,Otago Region
2019-01-01,-33.0,Net,Otago Region
2019-02-01,-261.0,Net,Otago Region
2019-03-01,-312.0,Net,Otago Region
2019-04-01,-369.0,Net,Otago Region
2019-05-01,-297.0,Net,Otago Region
2019-06-01,-300.0,Net,Otago Region
2019-07-01,-177.0,Net,Otago Region
2019-08-01,-120.0,Net,Otago Region
2019-09-01,-48.0,Net,Otago Region
2019-10-01,-120.0,Net,Otago Region
2019-11-01,-135.0,Net,Otago Region
2019-12-01,-180.0,Net,Otago Region
2020-01-01,-144.0,Net,Otago Region
2020-02-01,42.0,Net,Otago Region
2020-03-01,105.0,Net,Otago Region
2020-04-01,-12.0,Net,Otago Region
2020-05-01,3.0,Net,Otago Region
2020-06-01,-132.0,Net,Otago Region
2020-07-01,-213.0,Net,Otago Region
2020-08-01,-126.0,Net,Otago Region
2020-09-01,-18.0,Net,Otago Region
2020-10-01,-111.0,Net,Otago Region
2020-11-01,-93.0,Net,Otago Region
2020-12-01,-249.0,Net,Otago Region
2021-01-01,-132.0,Net,Otago Region
2021-02-01,-18.0,Net,Otago Region
2021-03-01,-120.0,Net,Otago Region
2021-04-01,-162.0,Net,Otago Region
2021-05-01,-222.0,Net,Otago Region
2021-06-01,-177.0,Net,Otago Region
2021-07-01,-132.0,Net,Otago Region
2021-08-01,-120.0,Net,Otago Region
2021-09-01,-120.0,Net,Otago Region
2021-10-01,-21.0,Net,Otago Region
2021-11-01,-180.0,Net,Otago Region
2021-12-01,-390.0,Net,Otago Region
2022-01-01,-210.0,Net,Otago Region
2022-02-01,-243.0,Net,Otago Region
2022-03-01,-264.0,Net,Otago Region
2022-04-01,-261.0,Net,Otago Region
2022-05-01,-321.0,Net,Otago Region
2022-06-01,-297.0,Net,Otago Region
2022-07-01,-234.0,Net,Otago Region
2022-08-01,-168.0,Net,Otago Region
2022-09-01,-99.0,Net,Otago Region
2022-10-01,-96.0,Net,Otago Region
2022-11-01,-78.0,Net,Otago Region
2022-12-01,-132.0,Net,Otago Region
2023-01-01,-84.0,Net,Otago Region
2023-02-01,27.0,Net,Otago Region
2023-03-01,-69.0,Net,Otago Region
2023-04-01,-144.0,Net,Otago Region
2023-05-01,-201.0,Net,Otago Region
2023-06-01,-165.0,Net,Otago Region
2023-07-01,-126.0,Net,Otago Region
2023-08-01,-45.0,Net,Otago Region
2023-09-01,-51.0,Net,Otago Region
2023-10-01,-147.0,Net,Otago Region
2023-11-01,-225.0,Net,Otago Region
2023-12-01,-249.0,Net,Otago Region
2024-01-01,-306.0,Net,Otago Region
2024-02-01,-342.0,Net,Otago Region
2024-03-01,-312.0,Net,Otago Region
2024-04-01,-372.0,Net,Otago Region
2024-05-01,-405.0,Net,Otago Region
2024-06-01,-411.0,Net,Otago Region
2024-07-01,-231.0,Net,Otago Region
2024-08-01,-270.0,Net,Otago Region
2024-09-01,-228.0,Net,Otago Region
2024-10-01,-237.0,Net,Otago Region
2024-11-01,-342.0,Net,Otago Region
2013-01-01,18.0,Net,Southland Region
2013-02-01,6.0,Net,Southland Region
2013-03-01,15.0,Net,Southland Region
2013-04-01,-18.0,Net,Southland Region
2013-05-01,-3.0,Net,Southland Region
2013-06-01,3.0,Net,Southland Region
2013-07-01,36.0,Net,Southland Region
2013-08-01,75.0,Net,Southland Region
2013-09-01,24.0,Net,Southland Region
2013-10-01,42.0,Net,Southland Region
2013-11-01,36.0,Net,Southland Region
2013-12-01,69.0,Net,Southland Region
2014-01-01,30.0,Net,Southland Region
2014-02-01,36.0,Net,Southland Region
2014-03-01,45.0,Net,Southland Region
2014-04-01,9.0,Net,Southland Region
2014-05-01,0.0,Net,Southland Region
2014-06-01,33.0,Net,Southland Region
2014-07-01,81.0,Net,Southland Region
2014-08-01,105.0,Net,Southland Region
2014-09-01,66.0,Net,Southland Region
2014-10-01,105.0,Net,Southland Region
2014-11-01,39.0,Net,Southland Region
2014-12-01,78.0,Net,Southland Region
2015-01-01,81.0,Net,Southland Region
2015-02-01,87.0,Net,Southland Region
2015-03-01,54.0,Net,Southland Region
2015-04-01,30.0,Net,Southland Region
2015-05-01,0.0,Net,Southland Region
2015-06-01,63.0,Net,Southland Region
2015-07-01,84.0,Net,Southland Region
2015-08-01,153.0,Net,Southland Region
2015-09-01,75.0,Net,Southland Region
2015-10-01,135.0,Net,Southland Region
2015-11-01,96.0,Net,Southland Region
2015-12-01,93.0,Net,Southland Region
2016-01-01,99.0,Net,Southland Region
2016-02-01,129.0,Net,Southland Region
2016-03-01,39.0,Net,Southland Region
2016-04-01,30.0,Net,Southland Region
2016-05-01,45.0,Net,Southland Region
2016-06-01,-9.0,Net,Southland Region
2016-07-01,69.0,Net,Southland Region
2016-08-01,78.0,Net,Southland Region
2016-09-01,78.0,Net,Southland Region
2016-10-01,48.0,Net,Southland Region
2016-11-01,72.0,Net,Southland Region
2016-12-01,90.0,Net,Southland Region
2017-01-01,48.0,Net,Southland Region
2017-02-01,126.0,Net,Southland Region
2017-03-01,48.0,Net,Southland Region
2017-04-01,12.0,Net,Southland Region
2017-05-01,33.0,Net,Southland Region
2017-06-01,45.0,Net,Southland Region
2017-07-01,66.0,Net,Southland Region
2017-08-01,84.0,Net,Southland Region
2017-09-01,78.0,Net,Southland Region
2017-10-01,60.0,Net,Southland Region
2017-11-01,72.0,Net,Southland Region
2017-12-01,45.0,Net,Southland Region
2018-01-01,129.0,Net,Southland Region
2018-02-01,84.0,Net,Southland Region
2018-03-01,39.0,Net,Southland Region
2018-04-01,42.0,Net,Southland Region
2018-05-01,18.0,Net,Southland Region
2018-06-01,9.0,Net,Southland Region
2018-07-01,93.0,Net,Southland Region
2018-08-01,90.0,Net,Southland Region
2018-09-01,63.0,Net,Southland Region
2018-10-01,45.0,Net,Southland Region
2018-11-01,42.0,Net,Southland Region
2018-12-01,39.0,Net,Southland Region
2019-01-01,21.0,Net,Southland Region
2019-02-01,-33.0,Net,Southland Region
2019-03-01,-42.0,Net,Southland Region
2019-04-01,-18.0,Net,Southland Region
2019-05-01,-51.0,Net,Southland Region
2019-06-01,-54.0,Net,Southland Region
2019-07-01,-12.0,Net,Southland Region
2019-08-01,-15.0,Net,Southland Region
2019-09-01,0.0,Net,Southland Region
2019-10-01,27.0,Net,Southland Region
2019-11-01,-18.0,Net,Southland Region
2019-12-01,-21.0,Net,Southland Region
2020-01-01,-27.0,Net,Southland Region
2020-02-01,15.0,Net,Southland Region
2020-03-01,51.0,Net,Southland Region
2020-04-01,6.0,Net,Southland Region
2020-05-01,-6.0,Net,Southland Region
2020-06-01,-6.0,Net,Southland Region
2020-07-01,3.0,Net,Southland Region
2020-08-01,12.0,Net,Southland Region
2020-09-01,3.0,Net,Southland Region
2020-10-01,0.0,Net,Southland Region
2020-11-01,-27.0,Net,Southland Region
2020-12-01,-30.0,Net,Southland Region
2021-01-01,-15.0,Net,Southland Region
2021-02-01,3.0,Net,Southland Region
2021-03-01,-39.0,Net,Southland Region
2021-04-01,-12.0,Net,Southland Region
2021-05-01,-24.0,Net,Southland Region
2021-06-01,-60.0,Net,Southland Region
2021-07-01,-42.0,Net,Southland Region
2021-08-01,-18.0,Net,Southland Region
2021-09-01,-6.0,Net,Southland Region
2021-10-01,9.0,Net,Southland Region
2021-11-01,-6.0,Net,Southland Region
2021-12-01,-63.0,Net,Southland Region
2022-01-01,-45.0,Net,Southland Region
2022-02-01,-36.0,Net,Southland Region
2022-03-01,-27.0,Net,Southland Region
2022-04-01,0.0,Net,Southland Region
2022-05-01,-45.0,Net,Southland Region
2022-06-01,-42.0,Net,Southland Region
2022-07-01,-9.0,Net,Southland Region
2022-08-01,-3.0,Net,Southland Region
2022-09-01,-3.0,Net,Southland Region
2022-10-01,-6.0,Net,Southland Region
2022-11-01,6.0,Net,Southland Region
2022-12-01,-9.0,Net,Southland Region
2023-01-01,-12.0,Net,Southland Region
2023-02-01,12.0,Net,Southland Region
2023-03-01,-12.0,Net,Southland Region
2023-04-01,-27.0,Net,Southland Region
2023-05-01,-33.0,Net,Southland Region
2023-06-01,-39.0,Net,Southland Region
2023-07-01,-3.0,Net,Southland Region
2023-08-01,21.0,Net,Southland Region
2023-09-01,-3.0,Net,Southland Region
2023-10-01,-3.0,Net,Southland Region
2023-11-01,12.0,Net,Southland Region
2023-12-01,-27.0,Net,Southland Region
2024-01-01,-33.0,Net,Southland Region
2024-02-01,-30.0,Net,Southland Region
2024-03-01,-45.0,Net,Southland Region
2024-04-01,-57.0,Net,Southland Region
2024-05-01,-48.0,Net,Southland Region
2024-06-01,-42.0,Net,Southland Region
2024-07-01,-42.0,Net,Southland Region
2024-08-01,-24.0,Net,Southland Region
2024-09-01,-60.0,Net,Southland Region
2024-10-01,-9.0,Net,Southland Region
2024-11-01,-18.0,Net,Southland Region
2013-01-01,0.0,Net,Area Outside Region
2013-02-01,0.0,Net,Area Outside Region
2013-03-01,0.0,Net,Area Outside Region
2013-04-01,0.0,Net,Area Outside Region
2013-05-01,0.0,Net,Area Outside Region
2013-06-01,0.0,Net,Area Outside Region
2013-07-01,0.0,Net,Area Outside Region
2013-08-01,-3.0,Net,Area Outside Region
2013-09-01,0.0,Net,Area Outside Region
2013-10-01,0.0,Net,Area Outside Region
2013-11-01,0.0,Net,Area Outside Region
2013-12-01,3.0,Net,Area Outside Region
2014-01-01,0.0,Net,Area Outside Region
2014-02-01,0.0,Net,Area Outside Region
2014-03-01,0.0,Net,Area Outside Region
2014-04-01,3.0,Net,Area Outside Region
2014-05-01,3.0,Net,Area Outside Region
2014-06-01,0.0,Net,Area Outside Region
2014-07-01,0.0,Net,Area Outside Region
2014-08-01,0.0,Net,Area Outside Region
2014-09-01,3.0,Net,Area Outside Region
2014-10-01,0.0,Net,Area Outside Region
2014-11-01,0.0,Net,Area Outside Region
2014-12-01,0.0,Net,Area Outside Region
2015-01-01,0.0,Net,Area Outside Region
2015-02-01,0.0,Net,Area Outside Region
2015-03-01,0.0,Net,Area Outside Region
2015-04-01,0.0,Net,Area Outside Region
2015-05-01,0.0,Net,Area Outside Region
2015-06-01,0.0,Net,Area Outside Region
2015-07-01,0.0,Net,Area Outside Region
2015-08-01,0.0,Net,Area Outside Region
2015-09-01,0.0,Net,Area Outside Region
2015-10-01,0.0,Net,Area Outside Region
2015-11-01,0.0,Net,Area Outside Region
2015-12-01,0.0,Net,Area Outside Region
2016-01-01,3.0,Net,Area Outside Region
2016-02-01,0.0,Net,Area Outside Region
2016-03-01,0.0,Net,Area Outside Region
2016-04-01,0.0,Net,Area Outside Region
2016-05-01,0.0,Net,Area Outside Region
2016-06-01,0.0,Net,Area Outside Region
2016-07-01,0.0,Net,Area Outside Region
2016-08-01,0.0,Net,Area Outside Region
2016-09-01,0.0,Net,Area Outside Region
2016-10-01,0.0,Net,Area Outside Region
2016-11-01,0.0,Net,Area Outside Region
2016-12-01,0.0,Net,Area Outside Region
2017-01-01,0.0,Net,Area Outside Region
2017-02-01,0.0,Net,Area Outside Region
2017-03-01,0.0,Net,Area Outside Region
2017-04-01,0.0,Net,Area Outside Region
2017-05-01,0.0,Net,Area Outside Region
2017-06-01,0.0,Net,Area Outside Region
2017-07-01,0.0,Net,Area Outside Region
2017-08-01,0.0,Net,Area Outside Region
2017-09-01,0.0,Net,Area Outside Region
2017-10-01,0.0,Net,Area Outside Region
2017-11-01,0.0,Net,Area Outside Region
2017-12-01,0.0,Net,Area Outside Region
2018-01-01,0.0,Net,Area Outside Region
2018-02-01,0.0,Net,Area Outside Region
2018-03-01,0.0,Net,Area Outside Region
2018-04-01,0.0,Net,Area Outside Region
2018-05-01,0.0,Net,Area Outside Region
2018-06-01,0.0,Net,Area Outside Region
2018-07-01,0.0,Net,Area Outside Region
2018-08-01,0.0,Net,Area Outside Region
2018-09-01,0.0,Net,Area Outside Region
2018-10-01,0.0,Net,Area Outside Region
2018-11-01,0.0,Net,Area Outside Region
2018-12-01,0.0,Net,Area Outside Region
2019-01-01,0.0,Net,Area Outside Region
2019-02-01,0.0,Net,Area Outside Region
2019-03-01,0.0,Net,Area Outside Region
2019-04-01,-6.0,Net,Area Outside Region
2019-05-01,-3.0,Net,Area Outside Region
2019-06-01,0.0,Net,Area Outside Region
2019-07-01,0.0,Net,Area Outside Region
2019-08-01,0.0,Net,Area Outside Region
2019-09-01,0.0,Net,Area Outside Region
2019-10-01,0.0,Net,Area Outside Region
2019-11-01,0.0,Net,Area Outside Region
2019-12-01,0.0,Net,Area Outside Region
2020-01-01,0.0,Net,Area Outside Region
2020-02-01,0.0,Net,Area Outside Region
2020-03-01,0.0,Net,Area Outside Region
2020-04-01,0.0,Net,Area Outside Region
2020-05-01,0.0,Net,Area Outside Region
2020-06-01,0.0,Net,Area Outside Region
2020-07-01,0.0,Net,Area Outside Region
2020-08-01,0.0,Net,Area Outside Region
2020-09-01,0.0,Net,Area Outside Region
2020-10-01,0.0,Net,Area Outside Region
2020-11-01,0.0,Net,Area Outside Region
2020-12-01,0.0,Net,Area Outside Region
2021-01-01,0.0,Net,Area Outside Region
2021-02-01,3.0,Net,Area Outside Region
2021-03-01,0.0,Net,Area Outside Region
2021-04-01,0.0,Net,Area Outside Region
2021-05-01,-3.0,Net,Area Outside Region
2021-06-01,0.0,Net,Area Outside Region
2021-07-01,0.0,Net,Area Outside Region
2021-08-01,0.0,Net,Area Outside Region
2021-09-01,0.0,Net,Area Outside Region
2021-10-01,0.0,Net,Area Outside Region
2021-11-01,0.0,Net,Area Outside Region
2021-12-01,-3.0,Net,Area Outside Region
2022-01-01,0.0,Net,Area Outside Region
2022-02-01,0.0,Net,Area Outside Region
2022-03-01,0.0,Net,Area Outside Region
2022-04-01,0.0,Net,Area Outside Region
2022-05-01,0.0,Net,Area Outside Region
2022-06-01,0.0,Net,Area Outside Region
2022-07-01,0.0,Net,Area Outside Region
2022-08-01,0.0,Net,Area Outside Region
