STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05000,South Wairarapa district,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05900,Waimakariri district,NETMIG,Net migration,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,06500,Mackenzie district,POP,Population,5300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,TALB9999,Total New Zealand by territorial authority,NETMIG,Net migration,70400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07603,Upper Harbour local board area,NETMIG,Net migration,1700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07604,Kaipātiki local board area,NETMIG,Net migration,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07606,Henderson-Massey local board area,NETINTERNAL,Net internal migration,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07608,Aotea/Great Barrier local board area,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07615,Maungakiekie-Tāmaki local board area,NATINC,Natural increase,720,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07615,Maungakiekie-Tāmaki local board area,POP,Population,86700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07616,Howick local board area,NATINC,Natural increase,790,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01200,Hauraki district,NATINC,Natural increase,-30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01200,Hauraki district,POP,Population,22000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01300,Waikato district,NETMIG,Net migration,1000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01700,Waipa district,NETINTERNAL,Net internal migration,570,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01900,South Waikato district,NETINTERNATIONAL,Net international migration,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,02800,Gisborne district,NETMIG,Net migration,310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03300,New Plymouth district,NETINTERNATIONAL,Net international migration,500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04000,Palmerston North city,NATINC,Natural increase,270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04700,Wellington city,NATINC,Natural increase,780,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04700,Wellington city,POP,Population,211600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04800,Masterton district,NATINC,Natural increase,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04800,Masterton district,POP,Population,28700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04900,Carterton district,NETMIG,Net migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05100,Tasman district,NETINTERNAL,Net internal migration,450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05200,Nelson city,NETINTERNAL,Net internal migration,-200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05300,Marlborough district,NETINTERNATIONAL,Net international migration,280,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05400,Kaikoura district,NETINTERNATIONAL,Net international migration,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06200,Selwyn district,NETINTERNATIONAL,Net international migration,520,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06900,Central Otago district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06900,Central Otago district,POP,Population,25500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07300,Southland district,NETINTERNAL,Net internal migration,-120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,00100,Far North district,POP,Population,67900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,07612,Albert-Eden local board area,POP,Population,103700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,02500,Whakatane district,POP,Population,37100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,05300,Marlborough district,POP,Population,48700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,05500,Buller district,POP,Population,9850,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,07100,Dunedin city,POP,Population,131200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,07300,Southland district,POP,Population,31900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,TALB9999,Total New Zealand by territorial authority,NETINTERNATIONAL,Net international migration,52100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,TALB9999,Total New Zealand by territorial authority,NETINTERNAL,Net internal migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,00200,Whangarei district,NETINTERNATIONAL,Net international migration,440,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,00200,Whangarei district,NETINTERNAL,Net internal migration,480,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,00300,Kaipara district,NATINC,Natural increase,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07600,Auckland,NETINTERNATIONAL,Net international migration,25000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07601,Rodney local board area,NATINC,Natural increase,400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07609,Waiheke local board area,POP,Population,9470,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07613,Puketāpapa local board area,NETINTERNAL,Net internal migration,-740,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07616,Howick local board area,NATINC,Natural increase,870,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,02000,Waitomo district,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,02400,Rotorua district,NETMIG,Net migration,360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,02900,Wairoa district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03900,Manawatu district,NETMIG,Net migration,430,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,04100,Tararua district,NETMIG,Net migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,04400,Porirua city,NATINC,Natural increase,520,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05000,South Wairarapa district,POP,Population,11150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05200,Nelson city,POP,Population,53200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05400,Kaikoura district,NETINTERNAL,Net internal migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05600,Grey district,NETINTERNATIONAL,Net international migration,120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05600,Grey district,NETINTERNAL,Net internal migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05800,Hurunui district,NETINTERNATIONAL,Net international migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05900,Waimakariri district,NATINC,Natural increase,230,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,06800,Waitaki district,POP,Population,23100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07000,Queenstown-Lakes district,POP,Population,44600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07200,Clutha district,NETINTERNAL,Net internal migration,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07400,Gore district,NETINTERNATIONAL,Net international migration,40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07400,Gore district,NETINTERNAL,Net internal migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,99900,Area outside territorial authority,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,TALB9999,Total New Zealand by territorial authority,NATINC,Natural increase,26200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,00200,Whangarei district,NATINC,Natural increase,330,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07604,Kaipātiki local board area,POP,Population,93100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07606,Henderson-Massey local board area,POP,Population,128400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07608,Aotea/Great Barrier local board area,NETMIG,Net migration,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07608,Aotea/Great Barrier local board area,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07613,Puketāpapa local board area,NATINC,Natural increase,420,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07621,Franklin local board area,NETINTERNAL,Net internal migration,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07621,Franklin local board area,POP,Population,82800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,01200,Hauraki district,NETINTERNATIONAL,Net international migration,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,01200,Hauraki district,NETINTERNAL,Net internal migration,310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,01500,Matamata-Piako district,NETINTERNATIONAL,Net international migration,300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,01500,Matamata-Piako district,NETINTERNAL,Net internal migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,01700,Waipa district,NETINTERNATIONAL,Net international migration,830,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,03400,Stratford district,NETMIG,Net migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,03600,Ruapehu district,NETMIG,Net migration,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,03800,Rangitikei district,NETMIG,Net migration,200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,04700,Wellington city,POP,Population,214200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,05100,Tasman district,NETINTERNAL,Net internal migration,540,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,05300,Marlborough district,NETMIG,Net migration,1700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,05300,Marlborough district,NETINTERNATIONAL,Net international migration,1800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,05400,Kaikoura district,NATINC,Natural increase,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,05600,Grey district,NATINC,Natural increase,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06300,Ashburton district,POP,Population,35200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06500,Mackenzie district,POP,Population,5330,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06700,Chatham Islands territory,NETINTERNAL,Net internal migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06700,Chatham Islands territory,POP,Population,670,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06900,Central Otago district,NETINTERNATIONAL,Net international migration,720,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,06900,Central Otago district,NETINTERNAL,Net internal migration,380,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07100,Dunedin city,NETINTERNATIONAL,Net international migration,1500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07100,Dunedin city,NETINTERNAL,Net internal migration,720,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07200,Clutha district,NATINC,Natural increase,80,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07300,Southland district,NETINTERNATIONAL,Net international migration,300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2020,2020,07400,Gore district,NATINC,Natural increase,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,00300,Kaipara district,POP,Population,25700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07603,Upper Harbour local board area,NETMIG,Net migration,510,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07605,Devonport-Takapuna local board area,NETMIG,Net migration,-1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07608,Aotea/Great Barrier local board area,NATINC,Natural increase,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07610,Waitematā local board area,NATINC,Natural increase,450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07614,Ōrākei local board area,POP,Population,88100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07616,Howick local board area,NETINTERNAL,Net internal migration,-500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07616,Howick local board area,POP,Population,156300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07618,Ōtara-Papatoetoe local board area,NETINTERNAL,Net internal migration,-2200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07620,Papakura local board area,NETINTERNATIONAL,Net international migration,-90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07620,Papakura local board area,NETINTERNAL,Net internal migration,1900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,01100,Thames-Coromandel district,NETINTERNATIONAL,Net international migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,02100,Taupo district,POP,Population,40700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,02500,Whakatane district,NETINTERNAL,Net internal migration,-150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,02700,Ōpōtiki district,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,03100,Napier city,NETMIG,Net migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,03300,New Plymouth district,NETMIG,Net migration,780,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,04800,Masterton district,NETMIG,Net migration,440,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,05000,South Wairarapa district,NETMIG,Net migration,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,05000,South Wairarapa district,NETINTERNATIONAL,Net international migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,05100,Tasman district,NATINC,Natural increase,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,05700,Westland district,POP,Population,8870,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06200,Selwyn district,NETINTERNAL,Net internal migration,3600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06200,Selwyn district,POP,Population,74000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,05900,Waimakariri district,POP,Population,65800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06400,Timaru district,NETINTERNAL,Net internal migration,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06600,Waimate district,NETINTERNATIONAL,Net international migration,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06600,Waimate district,NETINTERNAL,Net internal migration,20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06700,Chatham Islands territory,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06800,Waitaki district,NETINTERNATIONAL,Net international migration,30,
