STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,03700,Whanganui district,NETINTERNATIONAL,Net international migration,380,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,04800,Masterton district,POP,Population,28300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05200,Nelson city,NETINTERNAL,Net internal migration,-310,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05400,Kaikoura district,NETMIG,Net migration,110,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05400,Kaikoura district,NETINTERNATIONAL,Net international migration,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05700,Westland district,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05800,Hurunui district,NETMIG,Net migration,340,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,06600,Waimate district,POP,Population,8270,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07000,Queenstown-Lakes district,NETINTERNAL,Net internal migration,660,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07200,Clutha district,NETINTERNATIONAL,Net international migration,360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07400,Gore district,NETINTERNAL,Net internal migration,-20,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07500,Invercargill city,NATINC,Natural increase,-70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,99900,Area outside territorial authority,NETMIG,Net migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,99900,Area outside territorial authority,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07602,Hibiscus and Bays local board area,POP,Population,120400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07604,Kaipātiki local board area,NETINTERNATIONAL,Net international migration,2000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07608,Aotea/Great Barrier local board area,NETMIG,Net migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07611,Whau local board area,NATINC,Natural increase,570,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07619,Manurewa local board area,NETINTERNAL,Net internal migration,-630,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07621,Franklin local board area,NETINTERNATIONAL,Net international migration,560,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01200,Hauraki district,NETINTERNAL,Net internal migration,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01500,Matamata-Piako district,NETMIG,Net migration,420,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01500,Matamata-Piako district,NETINTERNATIONAL,Net international migration,380,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01800,Ōtorohanga district,NATINC,Natural increase,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,02600,Kawerau district,POP,Population,7670,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03000,Hastings district,NETINTERNAL,Net internal migration,-920,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03200,Central Hawke's Bay district,NETMIG,Net migration,120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03200,Central Hawke's Bay district,NETINTERNATIONAL,Net international migration,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03500,South Taranaki district,NATINC,Natural increase,90,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,03600,Ruapehu district,NETMIG,Net migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04300,Kapiti Coast district,POP,Population,57900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04700,Wellington city,NETINTERNAL,Net internal migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,04900,Carterton district,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05200,Nelson city,NATINC,Natural increase,-120,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,05300,Marlborough district,NETMIG,Net migration,180,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06000,Christchurch city,POP,Population,415300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06500,Mackenzie district,NETINTERNAL,Net internal migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06500,Mackenzie district,POP,Population,5450,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06700,Chatham Islands territory,NETINTERNATIONAL,Net international migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,06900,Central Otago district,NETINTERNAL,Net internal migration,290,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07000,Queenstown-Lakes district,NATINC,Natural increase,410,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07100,Dunedin city,NETMIG,Net migration,1600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07100,Dunedin city,NETINTERNATIONAL,Net international migration,960,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,00200,Whangarei district,POP,Population,94100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,07615,Maungakiekie-Tāmaki local board area,POP,Population,80500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,07619,Manurewa local board area,POP,Population,100900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,02600,Kawerau district,POP,Population,7460,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,04300,Kapiti Coast district,POP,Population,55200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,06000,Christchurch city,POP,Population,383800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2018,2018,06500,Mackenzie district,POP,Population,5100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,00200,Whangarei district,NATINC,Natural increase,300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07602,Hibiscus and Bays local board area,NATINC,Natural increase,500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07602,Hibiscus and Bays local board area,POP,Population,111400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07603,Upper Harbour local board area,NETMIG,Net migration,2600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07606,Henderson-Massey local board area,NETINTERNAL,Net internal migration,-660,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07608,Aotea/Great Barrier local board area,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07619,Manurewa local board area,NATINC,Natural increase,1300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07619,Manurewa local board area,POP,Population,101900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,07620,Papakura local board area,NETMIG,Net migration,1400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,01200,Hauraki district,NATINC,Natural increase,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,01200,Hauraki district,NETINTERNAL,Net internal migration,190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,01500,Matamata-Piako district,NETINTERNATIONAL,Net international migration,250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,01700,Waipa district,NETINTERNAL,Net internal migration,830,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,01900,South Waikato district,NETINTERNATIONAL,Net international migration,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03000,Hastings district,NATINC,Natural increase,360,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03000,Hastings district,POP,Population,85200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03100,Napier city,NETMIG,Net migration,770,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03400,Stratford district,NETINTERNAL,Net internal migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,03600,Ruapehu district,NETINTERNATIONAL,Net international migration,30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,04700,Wellington city,NATINC,Natural increase,1100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,04700,Wellington city,POP,Population,212100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05100,Tasman district,NETINTERNAL,Net internal migration,470,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05300,Marlborough district,NETINTERNATIONAL,Net international migration,280,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,05900,Waimakariri district,NETINTERNAL,Net internal migration,1000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,06200,Selwyn district,NETINTERNATIONAL,Net international migration,500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2019,2019,06500,Mackenzie district,NATINC,Natural increase,30,
