"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2017/18","Approved","Liechtenstein","(not recorded)",0
"2017/18","Approved","Lithuania","(not recorded)",126
"2017/18","Approved","Lithuania","Skill level 1",21
"2017/18","Approved","Lithuania","Skill level 2",0
"2017/18","Approved","Lithuania","Skill level 3",15
"2017/18","Approved","Lithuania","Skill level 4",9
"2017/18","Approved","Luxembourg","(not recorded)",42
"2017/18","Approved","Luxembourg","Skill level 1",3
"2017/18","Approved","Luxembourg","Skill level 2",0
"2017/18","Approved","Luxembourg","Skill level 3",0
"2017/18","Approved","Macau","(not recorded)",12
"2017/18","Approved","Macau","Skill level 1",3
"2017/18","Approved","Macau","Skill level 4",15
"2017/18","Approved","Macau","Skill level 5",0
"2017/18","Approved","Macedonia","(not recorded)",18
"2017/18","Approved","Macedonia","Skill level 1",9
"2017/18","Approved","Macedonia","Skill level 2",3
"2017/18","Approved","Macedonia","Skill level 3",12
"2017/18","Approved","Macedonia","Skill level 4",0
"2017/18","Approved","Macedonia","Skill level 5",9
"2017/18","Approved","Madagascar","(not recorded)",0
"2017/18","Approved","Madagascar","Skill level 5",3
"2017/18","Approved","Malawi","(not recorded)",9
"2017/18","Approved","Malawi","Skill level 1",3
"2017/18","Approved","Malawi","Skill level 3",0
"2017/18","Approved","Malawi","Skill level 4",0
"2017/18","Approved","Malaysia","(not recorded)",2886
"2017/18","Approved","Malaysia","Skill level 1",324
"2017/18","Approved","Malaysia","Skill level 2",192
"2017/18","Approved","Malaysia","Skill level 3",204
"2017/18","Approved","Malaysia","Skill level 4",144
"2017/18","Approved","Malaysia","Skill level 5",117
"2017/18","Approved","Maldives","(not recorded)",15
"2017/18","Approved","Maldives","Skill level 1",3
"2017/18","Approved","Maldives","Skill level 3",3
"2017/18","Approved","Malta","(not recorded)",9
"2017/18","Approved","Malta","Skill level 1",3
"2017/18","Approved","Malta","Skill level 2",0
"2017/18","Approved","Malta","Skill level 3",3
"2017/18","Approved","Malta","Skill level 4",0
"2017/18","Approved","Marshall Islands","Skill level 1",0
"2017/18","Approved","Mauritius","(not recorded)",36
"2017/18","Approved","Mauritius","Skill level 1",9
"2017/18","Approved","Mauritius","Skill level 2",3
"2017/18","Approved","Mauritius","Skill level 3",15
"2017/18","Approved","Mauritius","Skill level 4",6
"2017/18","Approved","Mexico","(not recorded)",408
"2017/18","Approved","Mexico","Skill level 1",54
"2017/18","Approved","Mexico","Skill level 2",51
"2017/18","Approved","Mexico","Skill level 3",27
"2017/18","Approved","Mexico","Skill level 4",27
"2017/18","Approved","Mexico","Skill level 5",27
"2017/18","Approved","Moldova","(not recorded)",3
"2017/18","Approved","Moldova","Skill level 1",6
"2017/18","Approved","Moldova","Skill level 3",6
"2017/18","Approved","Moldova","Skill level 4",3
"2017/18","Approved","Moldova","Skill level 5",0
"2017/18","Approved","Mongolia","(not recorded)",3
"2017/18","Approved","Mongolia","Skill level 1",6
"2017/18","Approved","Mongolia","Skill level 3",0
"2017/18","Approved","Mongolia","Skill level 4",3
"2017/18","Approved","Montenegro","(not recorded)",0
"2017/18","Approved","Morocco","(not recorded)",12
"2017/18","Approved","Morocco","Skill level 1",6
"2017/18","Approved","Morocco","Skill level 2",3
"2017/18","Approved","Mozambique","(not recorded)",3
"2017/18","Approved","Mozambique","Skill level 1",0
"2017/18","Approved","Myanmar","(not recorded)",33
"2017/18","Approved","Myanmar","Skill level 1",6
"2017/18","Approved","Myanmar","Skill level 2",3
"2017/18","Approved","Myanmar","Skill level 4",3
"2017/18","Approved","Myanmar","Skill level 5",12
"2017/18","Approved","Namibia","(not recorded)",6
"2017/18","Approved","Namibia","Skill level 1",9
"2017/18","Approved","Namibia","Skill level 3",3
"2017/18","Approved","Nauru","(not recorded)",18
"2017/18","Approved","Nepal","(not recorded)",819
"2017/18","Approved","Nepal","Skill level 1",84
"2017/18","Approved","Nepal","Skill level 2",240
"2017/18","Approved","Nepal","Skill level 3",75
"2017/18","Approved","Nepal","Skill level 4",180
"2017/18","Approved","Nepal","Skill level 5",216
"2017/18","Approved","Netherlands","(not recorded)",2001
"2017/18","Approved","Netherlands","Skill level 1",240
"2017/18","Approved","Netherlands","Skill level 2",42
"2017/18","Approved","Netherlands","Skill level 3",81
"2017/18","Approved","Netherlands","Skill level 4",72
"2017/18","Approved","Netherlands","Skill level 5",48
"2017/18","Approved","Nicaragua","(not recorded)",3
"2017/18","Approved","Nicaragua","Skill level 5",0
"2017/18","Approved","Nigeria","(not recorded)",81
"2017/18","Approved","Nigeria","Skill level 1",15
"2017/18","Approved","Nigeria","Skill level 2",3
"2017/18","Approved","Nigeria","Skill level 3",6
"2017/18","Approved","Nigeria","Skill level 4",6
"2017/18","Approved","Nigeria","Skill level 5",3
"2017/18","Approved","Norway","(not recorded)",138
"2017/18","Approved","Norway","Skill level 1",27
"2017/18","Approved","Norway","Skill level 2",3
"2017/18","Approved","Norway","Skill level 3",3
"2017/18","Approved","Norway","Skill level 5",3
"2017/18","Approved","Oman","(not recorded)",3
"2017/18","Approved","Oman","Skill level 1",3
"2017/18","Approved","Pakistan","(not recorded)",330
"2017/18","Approved","Pakistan","Skill level 1",90
"2017/18","Approved","Pakistan","Skill level 2",33
"2017/18","Approved","Pakistan","Skill level 3",18
"2017/18","Approved","Pakistan","Skill level 4",9
"2017/18","Approved","Pakistan","Skill level 5",3
"2017/18","Approved","Palau","Skill level 1",6
"2017/18","Approved","Palestine","(not recorded)",9
"2017/18","Approved","Palestine","Skill level 1",3
"2017/18","Approved","Panama","(not recorded)",3
"2017/18","Approved","Panama","Skill level 1",3
"2017/18","Approved","Panama","Skill level 4",3
"2017/18","Approved","Papua New Guinea","(not recorded)",171
"2017/18","Approved","Papua New Guinea","Skill level 1",6
"2017/18","Approved","Papua New Guinea","Skill level 2",3
"2017/18","Approved","Papua New Guinea","Skill level 3",12
"2017/18","Approved","Papua New Guinea","Skill level 4",3
"2017/18","Approved","Papua New Guinea","Skill level 5",3
"2017/18","Approved","Paraguay","(not recorded)",6
"2017/18","Approved","Paraguay","Skill level 1",0
"2017/18","Approved","Peru","(not recorded)",192
"2017/18","Approved","Peru","Skill level 1",18
"2017/18","Approved","Peru","Skill level 2",18
"2017/18","Approved","Peru","Skill level 3",12
"2017/18","Approved","Peru","Skill level 4",18
"2017/18","Approved","Peru","Skill level 5",27
"2017/18","Approved","Philippines","(not recorded)",5700
"2017/18","Approved","Philippines","Skill level 1",2022
"2017/18","Approved","Philippines","Skill level 2",732
"2017/18","Approved","Philippines","Skill level 3",3876
"2017/18","Approved","Philippines","Skill level 4",3519
"2017/18","Approved","Philippines","Skill level 5",2871
"2017/18","Approved","Poland","(not recorded)",204
"2017/18","Approved","Poland","Skill level 1",99
"2017/18","Approved","Poland","Skill level 2",21
"2017/18","Approved","Poland","Skill level 3",66
"2017/18","Approved","Poland","Skill level 4",33
"2017/18","Approved","Poland","Skill level 5",6
"2017/18","Approved","Portugal","(not recorded)",108
"2017/18","Approved","Portugal","Skill level 1",66
"2017/18","Approved","Portugal","Skill level 2",15
"2017/18","Approved","Portugal","Skill level 3",12
"2017/18","Approved","Portugal","Skill level 4",9
"2017/18","Approved","Portugal","Skill level 5",9
"2017/18","Approved","Romania","(not recorded)",30
"2017/18","Approved","Romania","Skill level 1",27
"2017/18","Approved","Romania","Skill level 2",18
"2017/18","Approved","Romania","Skill level 3",21
"2017/18","Approved","Romania","Skill level 4",6
"2017/18","Approved","Romania","Skill level 5",6
"2017/18","Approved","Russia","(not recorded)",651
"2017/18","Approved","Russia","Skill level 1",423
"2017/18","Approved","Russia","Skill level 2",186
"2017/18","Approved","Russia","Skill level 3",288
"2017/18","Approved","Russia","Skill level 4",387
"2017/18","Approved","Russia","Skill level 5",36
"2017/18","Approved","Rwanda","(not recorded)",6
"2017/18","Approved","Samoa","(not recorded)",2682
"2017/18","Approved","Samoa","Skill level 1",21
"2017/18","Approved","Samoa","Skill level 2",18
"2017/18","Approved","Samoa","Skill level 3",39
"2017/18","Approved","Samoa","Skill level 4",207
"2017/18","Approved","Samoa","Skill level 5",81
"2017/18","Approved","Saudi Arabia","(not recorded)",78
"2017/18","Approved","Saudi Arabia","Skill level 1",6
"2017/18","Approved","Saudi Arabia","Skill level 2",0
"2017/18","Approved","Saudi Arabia","Skill level 3",3
"2017/18","Approved","Saudi Arabia","Skill level 5",0
"2017/18","Approved","Senegal","(not recorded)",0
"2017/18","Approved","Serbia","(not recorded)",48
"2017/18","Approved","Serbia","Skill level 1",30
"2017/18","Approved","Serbia","Skill level 2",18
"2017/18","Approved","Serbia","Skill level 3",72
"2017/18","Approved","Serbia","Skill level 4",9
"2017/18","Approved","Serbia","Skill level 5",6
"2017/18","Approved","Seychelles","(not recorded)",3
"2017/18","Approved","Singapore","(not recorded)",387
"2017/18","Approved","Singapore","Skill level 1",144
"2017/18","Approved","Singapore","Skill level 2",21
"2017/18","Approved","Singapore","Skill level 3",21
"2017/18","Approved","Singapore","Skill level 4",15
"2017/18","Approved","Singapore","Skill level 5",3
"2017/18","Approved","Slovakia","(not recorded)",147
"2017/18","Approved","Slovakia","Skill level 1",18
"2017/18","Approved","Slovakia","Skill level 2",12
"2017/18","Approved","Slovakia","Skill level 3",18
"2017/18","Approved","Slovakia","Skill level 4",15
"2017/18","Approved","Slovakia","Skill level 5",6
"2017/18","Approved","Slovenia","(not recorded)",147
"2017/18","Approved","Slovenia","Skill level 1",18
"2017/18","Approved","Slovenia","Skill level 2",6
"2017/18","Approved","Slovenia","Skill level 3",18
"2017/18","Approved","Slovenia","Skill level 4",15
"2017/18","Approved","Slovenia","Skill level 5",3
"2017/18","Approved","Solomon Islands","(not recorded)",666
"2017/18","Approved","Solomon Islands","Skill level 1",3
"2017/18","Approved","Solomon Islands","Skill level 2",0
"2017/18","Approved","Solomon Islands","Skill level 3",3
"2017/18","Approved","Solomon Islands","Skill level 4",3
"2017/18","Approved","Solomon Islands","Skill level 5",3
"2017/18","Approved","Somalia","(not recorded)",21
"2017/18","Approved","South Africa","(not recorded)",2148
"2017/18","Approved","South Africa","Skill level 1",1338
"2017/18","Approved","South Africa","Skill level 2",435
"2017/18","Approved","South Africa","Skill level 3",1173
"2017/18","Approved","South Africa","Skill level 4",213
"2017/18","Approved","South Africa","Skill level 5",102
"2017/18","Approved","South Korea","(not recorded)",4479
"2017/18","Approved","South Korea","Skill level 1",540
"2017/18","Approved","South Korea","Skill level 2",708
"2017/18","Approved","South Korea","Skill level 3",336
"2017/18","Approved","South Korea","Skill level 4",135
"2017/18","Approved","South Korea","Skill level 5",72
"2017/18","Approved","Spain","(not recorded)",354
"2017/18","Approved","Spain","Skill level 1",129
"2017/18","Approved","Spain","Skill level 2",27
"2017/18","Approved","Spain","Skill level 3",72
"2017/18","Approved","Spain","Skill level 4",36
"2017/18","Approved","Spain","Skill level 5",33
"2017/18","Approved","Sri Lanka","(not recorded)",1419
"2017/18","Approved","Sri Lanka","Skill level 1",258
"2017/18","Approved","Sri Lanka","Skill level 2",246
"2017/18","Approved","Sri Lanka","Skill level 3",666
"2017/18","Approved","Sri Lanka","Skill level 4",78
"2017/18","Approved","Sri Lanka","Skill level 5",141
"2017/18","Approved","St Kitts - Nevis","Skill level 2",0
"2017/18","Approved","St Lucia","(not recorded)",0
"2017/18","Approved","St Vincent and the Grenadines","(not recorded)",3
"2017/18","Approved","Stateless","(not recorded)",3
"2017/18","Approved","Stateless","Skill level 1",3
"2017/18","Approved","Sudan","(not recorded)",3
"2017/18","Approved","Sudan","Skill level 1",3
"2017/18","Approved","Suriname","Skill level 1",3
"2017/18","Approved","Swaziland","(not recorded)",0
"2017/18","Approved","Swaziland","Skill level 3",0
"2017/18","Approved","Sweden","(not recorded)",879
"2017/18","Approved","Sweden","Skill level 1",78
"2017/18","Approved","Sweden","Skill level 2",12
"2017/18","Approved","Sweden","Skill level 3",42
"2017/18","Approved","Sweden","Skill level 4",21
"2017/18","Approved","Sweden","Skill level 5",24
"2017/18","Approved","Switzerland","(not recorded)",93
"2017/18","Approved","Switzerland","Skill level 1",39
"2017/18","Approved","Switzerland","Skill level 2",12
"2017/18","Approved","Switzerland","Skill level 3",63
"2017/18","Approved","Switzerland","Skill level 4",15
"2017/18","Approved","Switzerland","Skill level 5",51
"2017/18","Approved","Syria","(not recorded)",21
"2017/18","Approved","Syria","Skill level 1",0
"2017/18","Approved","Syria","Skill level 3",0
"2017/18","Approved","Taiwan","(not recorded)",1110
"2017/18","Approved","Taiwan","Skill level 1",108
"2017/18","Approved","Taiwan","Skill level 2",39
"2017/18","Approved","Taiwan","Skill level 3",45
"2017/18","Approved","Taiwan","Skill level 4",168
"2017/18","Approved","Taiwan","Skill level 5",51
"2017/18","Approved","Tajikistan","(not recorded)",0
"2017/18","Approved","Tajikistan","Skill level 3",0
"2017/18","Approved","Tanzania","(not recorded)",6
"2017/18","Approved","Tanzania","Skill level 1",3
"2017/18","Approved","Tanzania","Skill level 3",3
"2017/18","Approved","Thailand","(not recorded)",1428
"2017/18","Approved","Thailand","Skill level 1",108
"2017/18","Approved","Thailand","Skill level 2",519
"2017/18","Approved","Thailand","Skill level 3",105
"2017/18","Approved","Thailand","Skill level 4",270
"2017/18","Approved","Thailand","Skill level 5",105
"2017/18","Approved","Timor Leste","(not recorded)",0
"2017/18","Approved","Timor Leste","Skill level 1",0
"2017/18","Approved","Timor Leste","Skill level 5",0
"2017/18","Approved","Togo","(not recorded)",0
"2017/18","Approved","Tonga","(not recorded)",2727
"2017/18","Approved","Tonga","Skill level 1",24
"2017/18","Approved","Tonga","Skill level 2",15
"2017/18","Approved","Tonga","Skill level 3",105
"2017/18","Approved","Tonga","Skill level 4",84
"2017/18","Approved","Tonga","Skill level 5",63
"2017/18","Approved","Trinidad and Tobago","(not recorded)",6
"2017/18","Approved","Trinidad and Tobago","Skill level 1",9
"2017/18","Approved","Trinidad and Tobago","Skill level 2",3
"2017/18","Approved","Trinidad and Tobago","Skill level 3",3
"2017/18","Approved","Trinidad and Tobago","Skill level 4",0
"2017/18","Approved","Tunisia","(not recorded)",6
"2017/18","Approved","Tunisia","Skill level 1",6
"2017/18","Approved","Turkey","(not recorded)",138
"2017/18","Approved","Turkey","Skill level 1",24
"2017/18","Approved","Turkey","Skill level 2",27
"2017/18","Approved","Turkey","Skill level 3",57
"2017/18","Approved","Turkey","Skill level 4",6
"2017/18","Approved","Turkey","Skill level 5",6
"2017/18","Approved","Tuvalu","(not recorded)",123
"2017/18","Approved","Tuvalu","Skill level 3",3
"2017/18","Approved","Tuvalu","Skill level 4",3
"2017/18","Approved","Uganda","(not recorded)",39
"2017/18","Approved","Uganda","Skill level 1",6
"2017/18","Approved","Uganda","Skill level 4",3
"2017/18","Approved","Ukraine","(not recorded)",117
"2017/18","Approved","Ukraine","Skill level 1",168
"2017/18","Approved","Ukraine","Skill level 2",87
"2017/18","Approved","Ukraine","Skill level 3",78
"2017/18","Approved","Ukraine","Skill level 4",285
"2017/18","Approved","Ukraine","Skill level 5",57
"2017/18","Approved","United Arab Emirates","(not recorded)",3
"2017/18","Approved","United Kingdom","(not recorded)",16566
"2017/18","Approved","United Kingdom","Skill level 1",2865
"2017/18","Approved","United Kingdom","Skill level 2",870
"2017/18","Approved","United Kingdom","Skill level 3",1368
"2017/18","Approved","United Kingdom","Skill level 4",1191
"2017/18","Approved","United Kingdom","Skill level 5",420
"2017/18","Approved","United States of America","(not recorded)",7089
"2017/18","Approved","United States of America","Skill level 1",1923
"2017/18","Approved","United States of America","Skill level 2",183
"2017/18","Approved","United States of America","Skill level 3",399
"2017/18","Approved","United States of America","Skill level 4",390
"2017/18","Approved","United States of America","Skill level 5",129
"2017/18","Approved","Unknown","(not recorded)",24
"2017/18","Approved","Unknown","Skill level 1",12
"2017/18","Approved","Unknown","Skill level 2",6
"2017/18","Approved","Unknown","Skill level 3",3
"2017/18","Approved","Unknown","Skill level 4",0
"2017/18","Approved","Unknown","Skill level 5",3
"2017/18","Approved","Uruguay","(not recorded)",336
"2017/18","Approved","Uruguay","Skill level 1",36
"2017/18","Approved","Uruguay","Skill level 2",18
"2017/18","Approved","Uruguay","Skill level 3",21
"2017/18","Approved","Uruguay","Skill level 4",21
"2017/18","Approved","Uruguay","Skill level 5",162
"2017/18","Approved","Uzbekistan","(not recorded)",15
"2017/18","Approved","Uzbekistan","Skill level 1",9
"2017/18","Approved","Uzbekistan","Skill level 2",3
"2017/18","Approved","Uzbekistan","Skill level 3",6
"2017/18","Approved","Uzbekistan","Skill level 4",0
"2017/18","Approved","Vanuatu","(not recorded)",4824
"2017/18","Approved","Vanuatu","Skill level 1",3
"2017/18","Approved","Vanuatu","Skill level 2",3
"2017/18","Approved","Vanuatu","Skill level 3",3
"2017/18","Approved","Vanuatu","Skill level 4",3
"2017/18","Approved","Vanuatu","Skill level 5",6
"2017/18","Approved","Venezuela","(not recorded)",36
"2017/18","Approved","Venezuela","Skill level 1",9
"2017/18","Approved","Venezuela","Skill level 2",3
"2017/18","Approved","Venezuela","Skill level 3",3
"2017/18","Approved","Venezuela","Skill level 4",3
"2017/18","Approved","Venezuela","Skill level 5",0
"2017/18","Approved","Vietnam","(not recorded)",972
"2017/18","Approved","Vietnam","Skill level 1",123
"2017/18","Approved","Vietnam","Skill level 2",153
"2017/18","Approved","Vietnam","Skill level 3",33
"2017/18","Approved","Vietnam","Skill level 4",78
"2017/18","Approved","Vietnam","Skill level 5",39
"2017/18","Approved","Yemen","(not recorded)",9
"2017/18","Approved","Yemen","Skill level 1",3
"2017/18","Approved","Yemen","Skill level 2",3
"2017/18","Approved","Yemen","Skill level 3",0
"2017/18","Approved","Zambia","(not recorded)",12
"2017/18","Approved","Zambia","Skill level 1",6
"2017/18","Approved","Zambia","Skill level 3",3
"2017/18","Approved","Zambia","Skill level 4",0
"2017/18","Approved","Zambia","Skill level 5",0
"2017/18","Approved","Zimbabwe","(not recorded)",60
"2017/18","Approved","Zimbabwe","Skill level 1",27
"2017/18","Approved","Zimbabwe","Skill level 2",3
"2017/18","Approved","Zimbabwe","Skill level 3",33
"2017/18","Approved","Zimbabwe","Skill level 4",6
"2017/18","Approved","Zimbabwe","Skill level 5",6
"2017/18","Declined","Afghanistan","(not recorded)",18
"2017/18","Declined","Afghanistan","Skill level 1",0
"2017/18","Declined","Afghanistan","Skill level 3",0
"2017/18","Declined","Albania","(not recorded)",6
"2017/18","Declined","Albania","Skill level 2",0
"2017/18","Declined","Albania","Skill level 3",3
"2017/18","Declined","Albania","Skill level 5",3
"2017/18","Declined","Algeria","(not recorded)",6
"2017/18","Declined","Algeria","Skill level 1",3
"2017/18","Declined","Algeria","Skill level 3",0
"2017/18","Declined","American Samoa","(not recorded)",3
"2017/18","Declined","Argentina","(not recorded)",96
"2017/18","Declined","Argentina","Skill level 1",18
"2017/18","Declined","Argentina","Skill level 2",12
"2017/18","Declined","Argentina","Skill level 3",9
"2017/18","Declined","Argentina","Skill level 4",12
"2017/18","Declined","Argentina","Skill level 5",33
"2017/18","Declined","Armenia","(not recorded)",0
"2017/18","Declined","Australia","(not recorded)",3
"2017/18","Declined","Austria","(not recorded)",15
"2017/18","Declined","Austria","Skill level 1",3
"2017/18","Declined","Austria","Skill level 2",3
"2017/18","Declined","Austria","Skill level 3",3
"2017/18","Declined","Austria","Skill level 4",0
"2017/18","Declined","Bangladesh","(not recorded)",48
"2017/18","Declined","Bangladesh","Skill level 1",6
"2017/18","Declined","Bangladesh","Skill level 2",21
"2017/18","Declined","Bangladesh","Skill level 3",21
"2017/18","Declined","Bangladesh","Skill level 4",12
"2017/18","Declined","Bangladesh","Skill level 5",6
"2017/18","Declined","Belgium","(not recorded)",48
"2017/18","Declined","Belgium","Skill level 1",3
"2017/18","Declined","Belgium","Skill level 2",0
"2017/18","Declined","Belgium","Skill level 3",3
"2017/18","Declined","Belgium","Skill level 4",0
"2017/18","Declined","Bolivia","(not recorded)",0
"2017/18","Declined","Bolivia","Skill level 4",3
"2017/18","Declined","Bosnia & Herzegovina","(not recorded)",0
"2017/18","Declined","Bosnia & Herzegovina","Skill level 3",0
"2017/18","Declined","Brazil","(not recorded)",150
"2017/18","Declined","Brazil","Skill level 1",18
"2017/18","Declined","Brazil","Skill level 2",45
"2017/18","Declined","Brazil","Skill level 3",75
"2017/18","Declined","Brazil","Skill level 4",15
"2017/18","Declined","Brazil","Skill level 5",63
"2017/18","Declined","Bulgaria","(not recorded)",3
"2017/18","Declined","Cambodia","(not recorded)",39
"2017/18","Declined","Cambodia","Skill level 2",3
"2017/18","Declined","Cambodia","Skill level 3",9
"2017/18","Declined","Cambodia","Skill level 4",3
"2017/18","Declined","Cambodia","Skill level 5",0
"2017/18","Declined","Canada","(not recorded)",264
"2017/18","Declined","Canada","Skill level 1",21
"2017/18","Declined","Canada","Skill level 2",6
"2017/18","Declined","Canada","Skill level 3",15
"2017/18","Declined","Canada","Skill level 4",6
"2017/18","Declined","Canada","Skill level 5",9
"2017/18","Declined","Chad","(not recorded)",0
"2017/18","Declined","Chile","(not recorded)",87
"2017/18","Declined","Chile","Skill level 1",9
"2017/18","Declined","Chile","Skill level 2",15
"2017/18","Declined","Chile","Skill level 3",21
"2017/18","Declined","Chile","Skill level 4",9
"2017/18","Declined","Chile","Skill level 5",30
"2017/18","Declined","China","(not recorded)",1227
"2017/18","Declined","China","Skill level 1",285
"2017/18","Declined","China","Skill level 2",360
"2017/18","Declined","China","Skill level 3",297
"2017/18","Declined","China","Skill level 4",111
"2017/18","Declined","China","Skill level 5",42
"2017/18","Declined","Colombia","(not recorded)",21
"2017/18","Declined","Colombia","Skill level 1",6
"2017/18","Declined","Colombia","Skill level 2",3
"2017/18","Declined","Colombia","Skill level 3",3
"2017/18","Declined","Colombia","Skill level 4",3
"2017/18","Declined","Colombia","Skill level 5",9
"2017/18","Declined","Costa Rica","(not recorded)",0
"2017/18","Declined","Costa Rica","Skill level 1",3
"2017/18","Declined","Croatia","(not recorded)",6
"2017/18","Declined","Croatia","Skill level 1",3
"2017/18","Declined","Croatia","Skill level 2",0
"2017/18","Declined","Croatia","Skill level 3",3
"2017/18","Declined","Croatia","Skill level 5",0
"2017/18","Declined","Cyprus","(not recorded)",0
"2017/18","Declined","Cyprus","Skill level 2",3
"2017/18","Declined","Cyprus","Skill level 3",0
"2017/18","Declined","Czech Republic","(not recorded)",39
"2017/18","Declined","Czech Republic","Skill level 1",3
"2017/18","Declined","Czech Republic","Skill level 2",6
"2017/18","Declined","Czech Republic","Skill level 3",9
"2017/18","Declined","Czech Republic","Skill level 4",9
"2017/18","Declined","Czech Republic","Skill level 5",9
"2017/18","Declined","Democratic Republic of Congo","(not recorded)",0
"2017/18","Declined","Democratic Republic of Congo","Skill level 3",3
"2017/18","Declined","Denmark","(not recorded)",24
"2017/18","Declined","Denmark","Skill level 1",3
"2017/18","Declined","Denmark","Skill level 2",3
"2017/18","Declined","Denmark","Skill level 3",3
"2017/18","Declined","Denmark","Skill level 4",0
"2017/18","Declined","Denmark","Skill level 5",3
"2017/18","Declined","Dominican Republic","(not recorded)",3
"2017/18","Declined","Ecuador","(not recorded)",0
"2017/18","Declined","Ecuador","Skill level 4",3
"2017/18","Declined","Egypt","(not recorded)",48
"2017/18","Declined","Egypt","Skill level 1",9
"2017/18","Declined","Egypt","Skill level 2",3
"2017/18","Declined","Egypt","Skill level 3",3
"2017/18","Declined","Egypt","Skill level 5",3
"2017/18","Declined","El Salvador","Skill level 2",0
"2017/18","Declined","El Salvador","Skill level 3",3
"2017/18","Declined","Eritrea","(not recorded)",0
"2017/18","Declined","Estonia","(not recorded)",9
"2017/18","Declined","Estonia","Skill level 3",0
"2017/18","Declined","Estonia","Skill level 5",0
"2017/18","Declined","Ethiopia","(not recorded)",9
"2017/18","Declined","Ethiopia","Skill level 1",3
"2017/18","Declined","Fiji","(not recorded)",471
"2017/18","Declined","Fiji","Skill level 1",39
"2017/18","Declined","Fiji","Skill level 2",60
"2017/18","Declined","Fiji","Skill level 3",234
"2017/18","Declined","Fiji","Skill level 4",243
"2017/18","Declined","Fiji","Skill level 5",60
"2017/18","Declined","Finland","(not recorded)",153
"2017/18","Declined","Finland","Skill level 2",3
"2017/18","Declined","Finland","Skill level 3",3
"2017/18","Declined","Finland","Skill level 4",3
"2017/18","Declined","Finland","Skill level 5",0
"2017/18","Declined","France","(not recorded)",204
"2017/18","Declined","France","Skill level 1",24
"2017/18","Declined","France","Skill level 2",27
"2017/18","Declined","France","Skill level 3",21
"2017/18","Declined","France","Skill level 4",18
"2017/18","Declined","France","Skill level 5",15
"2017/18","Declined","Georgia","(not recorded)",3
"2017/18","Declined","Germany","(not recorded)",210
"2017/18","Declined","Germany","Skill level 1",12
"2017/18","Declined","Germany","Skill level 2",18
"2017/18","Declined","Germany","Skill level 3",24
"2017/18","Declined","Germany","Skill level 4",9
"2017/18","Declined","Germany","Skill level 5",9
"2017/18","Declined","Ghana","(not recorded)",3
"2017/18","Declined","Ghana","Skill level 1",3
"2017/18","Declined","Ghana","Skill level 3",9
"2017/18","Declined","Greece","(not recorded)",3
"2017/18","Declined","Greece","Skill level 2",3
"2017/18","Declined","Greece","Skill level 3",3
"2017/18","Declined","Guatemala","Skill level 1",3
"2017/18","Declined","Guatemala","Skill level 4",3
"2017/18","Declined","Hong Kong","(not recorded)",54
"2017/18","Declined","Hong Kong","Skill level 1",6
"2017/18","Declined","Hong Kong","Skill level 2",9
"2017/18","Declined","Hong Kong","Skill level 3",3
"2017/18","Declined","Hong Kong","Skill level 4",0
"2017/18","Declined","Hong Kong","Skill level 5",0
"2017/18","Declined","Hungary","(not recorded)",9
"2017/18","Declined","Hungary","Skill level 1",3
"2017/18","Declined","Hungary","Skill level 2",0
"2017/18","Declined","Hungary","Skill level 3",3
"2017/18","Declined","Hungary","Skill level 4",3
"2017/18","Declined","Hungary","Skill level 5",6
"2017/18","Declined","India","(not recorded)",1911
"2017/18","Declined","India","Skill level 1",342
"2017/18","Declined","India","Skill level 2",1215
"2017/18","Declined","India","Skill level 3",393
"2017/18","Declined","India","Skill level 4",591
"2017/18","Declined","India","Skill level 5",189
"2017/18","Declined","Indonesia","(not recorded)",54
"2017/18","Declined","Indonesia","Skill level 1",3
"2017/18","Declined","Indonesia","Skill level 2",18
"2017/18","Declined","Indonesia","Skill level 3",3
"2017/18","Declined","Indonesia","Skill level 4",12
"2017/18","Declined","Indonesia","Skill level 5",0
"2017/18","Declined","Iran","(not recorded)",24
"2017/18","Declined","Iran","Skill level 1",3
"2017/18","Declined","Iran","Skill level 2",3
"2017/18","Declined","Iran","Skill level 3",0
"2017/18","Declined","Iran","Skill level 4",3
"2017/18","Declined","Iran","Skill level 5",0
"2017/18","Declined","Iraq","(not recorded)",15
"2017/18","Declined","Iraq","Skill level 3",3
"2017/18","Declined","Ireland","(not recorded)",66
"2017/18","Declined","Ireland","Skill level 1",24
"2017/18","Declined","Ireland","Skill level 2",15
"2017/18","Declined","Ireland","Skill level 3",27
"2017/18","Declined","Ireland","Skill level 4",21
"2017/18","Declined","Ireland","Skill level 5",6
"2017/18","Declined","Israel","(not recorded)",15
"2017/18","Declined","Israel","Skill level 1",3
"2017/18","Declined","Israel","Skill level 3",3
"2017/18","Declined","Israel","Skill level 4",3
"2017/18","Declined","Italy","(not recorded)",96
"2017/18","Declined","Italy","Skill level 1",9
"2017/18","Declined","Italy","Skill level 2",21
"2017/18","Declined","Italy","Skill level 3",9
"2017/18","Declined","Italy","Skill level 4",3
"2017/18","Declined","Italy","Skill level 5",15
"2017/18","Declined","Jamaica","Skill level 3",3
"2017/18","Declined","Japan","(not recorded)",429
"2017/18","Declined","Japan","Skill level 1",15
"2017/18","Declined","Japan","Skill level 2",36
"2017/18","Declined","Japan","Skill level 3",18
