"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2020/21","Approved","Slovenia","Skill level 5",0
"2020/21","Approved","Solomon Islands","(not recorded)",681
"2020/21","Approved","Solomon Islands","Skill level 1",0
"2020/21","Approved","Solomon Islands","Skill level 3",0
"2020/21","Approved","Solomon Islands","Skill level 4",6
"2020/21","Approved","Solomon Islands","Skill level 5",147
"2020/21","Approved","Somalia","(not recorded)",9
"2020/21","Approved","South Africa","(not recorded)",1731
"2020/21","Approved","South Africa","Skill level 1",1152
"2020/21","Approved","South Africa","Skill level 2",357
"2020/21","Approved","South Africa","Skill level 3",1152
"2020/21","Approved","South Africa","Skill level 4",219
"2020/21","Approved","South Africa","Skill level 5",99
"2020/21","Approved","South Korea","(not recorded)",1317
"2020/21","Approved","South Korea","Skill level 1",165
"2020/21","Approved","South Korea","Skill level 2",477
"2020/21","Approved","South Korea","Skill level 3",174
"2020/21","Approved","South Korea","Skill level 4",126
"2020/21","Approved","South Korea","Skill level 5",39
"2020/21","Approved","Spain","(not recorded)",360
"2020/21","Approved","Spain","Skill level 1",51
"2020/21","Approved","Spain","Skill level 2",9
"2020/21","Approved","Spain","Skill level 3",15
"2020/21","Approved","Spain","Skill level 4",15
"2020/21","Approved","Spain","Skill level 5",21
"2020/21","Approved","Sri Lanka","(not recorded)",1305
"2020/21","Approved","Sri Lanka","Skill level 1",246
"2020/21","Approved","Sri Lanka","Skill level 2",240
"2020/21","Approved","Sri Lanka","Skill level 3",501
"2020/21","Approved","Sri Lanka","Skill level 4",108
"2020/21","Approved","Sri Lanka","Skill level 5",63
"2020/21","Approved","St Kitts - Nevis","(not recorded)",3
"2020/21","Approved","St Lucia","(not recorded)",3
"2020/21","Approved","Stateless","(not recorded)",3
"2020/21","Approved","Sudan","(not recorded)",12
"2020/21","Approved","Sweden","(not recorded)",189
"2020/21","Approved","Sweden","Skill level 1",15
"2020/21","Approved","Sweden","Skill level 2",6
"2020/21","Approved","Sweden","Skill level 3",3
"2020/21","Approved","Sweden","Skill level 4",21
"2020/21","Approved","Sweden","Skill level 5",6
"2020/21","Approved","Switzerland","(not recorded)",81
"2020/21","Approved","Switzerland","Skill level 1",18
"2020/21","Approved","Switzerland","Skill level 2",6
"2020/21","Approved","Switzerland","Skill level 3",12
"2020/21","Approved","Switzerland","Skill level 4",6
"2020/21","Approved","Switzerland","Skill level 5",3
"2020/21","Approved","Syria","(not recorded)",12
"2020/21","Approved","Syria","Skill level 1",3
"2020/21","Approved","Syria","Skill level 2",0
"2020/21","Approved","Syria","Skill level 3",0
"2020/21","Approved","Taiwan","(not recorded)",633
"2020/21","Approved","Taiwan","Skill level 1",30
"2020/21","Approved","Taiwan","Skill level 2",27
"2020/21","Approved","Taiwan","Skill level 3",21
"2020/21","Approved","Taiwan","Skill level 4",12
"2020/21","Approved","Taiwan","Skill level 5",21
"2020/21","Approved","Tanzania","(not recorded)",6
"2020/21","Approved","Tanzania","Skill level 1",0
"2020/21","Approved","Thailand","(not recorded)",1359
"2020/21","Approved","Thailand","Skill level 1",18
"2020/21","Approved","Thailand","Skill level 2",417
"2020/21","Approved","Thailand","Skill level 3",45
"2020/21","Approved","Thailand","Skill level 4",36
"2020/21","Approved","Thailand","Skill level 5",126
"2020/21","Approved","Timor Leste","(not recorded)",0
"2020/21","Approved","Togo","(not recorded)",0
"2020/21","Approved","Tonga","(not recorded)",3582
"2020/21","Approved","Tonga","Skill level 1",9
"2020/21","Approved","Tonga","Skill level 2",12
"2020/21","Approved","Tonga","Skill level 3",75
"2020/21","Approved","Tonga","Skill level 4",57
"2020/21","Approved","Tonga","Skill level 5",945
"2020/21","Approved","Trinidad and Tobago","(not recorded)",6
"2020/21","Approved","Trinidad and Tobago","Skill level 1",3
"2020/21","Approved","Trinidad and Tobago","Skill level 3",3
"2020/21","Approved","Tunisia","(not recorded)",3
"2020/21","Approved","Tunisia","Skill level 1",0
"2020/21","Approved","Turkey","(not recorded)",102
"2020/21","Approved","Turkey","Skill level 1",15
"2020/21","Approved","Turkey","Skill level 2",6
"2020/21","Approved","Turkey","Skill level 3",12
"2020/21","Approved","Turkey","Skill level 4",9
"2020/21","Approved","Turkey","Skill level 5",3
"2020/21","Approved","Turkmenistan","(not recorded)",0
"2020/21","Approved","Tuvalu","(not recorded)",288
"2020/21","Approved","Tuvalu","Skill level 1",0
"2020/21","Approved","Tuvalu","Skill level 3",3
"2020/21","Approved","Tuvalu","Skill level 4",6
"2020/21","Approved","Tuvalu","Skill level 5",9
"2020/21","Approved","Uganda","(not recorded)",9
"2020/21","Approved","Uganda","Skill level 1",3
"2020/21","Approved","Ukraine","(not recorded)",156
"2020/21","Approved","Ukraine","Skill level 1",69
"2020/21","Approved","Ukraine","Skill level 2",15
"2020/21","Approved","Ukraine","Skill level 3",9
"2020/21","Approved","Ukraine","Skill level 4",54
"2020/21","Approved","Ukraine","Skill level 5",18
"2020/21","Approved","United Arab Emirates","Skill level 1",0
"2020/21","Approved","United Kingdom","(not recorded)",8034
"2020/21","Approved","United Kingdom","Skill level 1",1743
"2020/21","Approved","United Kingdom","Skill level 2",675
"2020/21","Approved","United Kingdom","Skill level 3",918
"2020/21","Approved","United Kingdom","Skill level 4",639
"2020/21","Approved","United Kingdom","Skill level 5",318
"2020/21","Approved","United Nations","(not recorded)",0
"2020/21","Approved","United States of America","(not recorded)",2532
"2020/21","Approved","United States of America","Skill level 1",660
"2020/21","Approved","United States of America","Skill level 2",108
"2020/21","Approved","United States of America","Skill level 3",87
"2020/21","Approved","United States of America","Skill level 4",102
"2020/21","Approved","United States of America","Skill level 5",39
"2020/21","Approved","Unknown","Skill level 2",0
"2020/21","Approved","Uruguay","(not recorded)",309
"2020/21","Approved","Uruguay","Skill level 1",45
"2020/21","Approved","Uruguay","Skill level 2",15
"2020/21","Approved","Uruguay","Skill level 3",42
"2020/21","Approved","Uruguay","Skill level 4",21
"2020/21","Approved","Uruguay","Skill level 5",117
"2020/21","Approved","Uzbekistan","(not recorded)",9
"2020/21","Approved","Uzbekistan","Skill level 1",3
"2020/21","Approved","Uzbekistan","Skill level 3",3
"2020/21","Approved","Uzbekistan","Skill level 4",0
"2020/21","Approved","Vanuatu","(not recorded)",6486
"2020/21","Approved","Vanuatu","Skill level 1",3
"2020/21","Approved","Vanuatu","Skill level 2",3
"2020/21","Approved","Vanuatu","Skill level 3",0
"2020/21","Approved","Vanuatu","Skill level 5",498
"2020/21","Approved","Venezuela","(not recorded)",12
"2020/21","Approved","Venezuela","Skill level 1",3
"2020/21","Approved","Venezuela","Skill level 2",3
"2020/21","Approved","Venezuela","Skill level 3",3
"2020/21","Approved","Vietnam","(not recorded)",939
"2020/21","Approved","Vietnam","Skill level 1",78
"2020/21","Approved","Vietnam","Skill level 2",129
"2020/21","Approved","Vietnam","Skill level 3",51
"2020/21","Approved","Vietnam","Skill level 4",84
"2020/21","Approved","Vietnam","Skill level 5",18
"2020/21","Approved","Yemen","(not recorded)",3
"2020/21","Approved","Yemen","Skill level 1",3
"2020/21","Approved","Zambia","(not recorded)",3
"2020/21","Approved","Zambia","Skill level 1",9
"2020/21","Approved","Zambia","Skill level 3",3
"2020/21","Approved","Zambia","Skill level 4",3
"2020/21","Approved","Zimbabwe","(not recorded)",54
"2020/21","Approved","Zimbabwe","Skill level 1",12
"2020/21","Approved","Zimbabwe","Skill level 2",3
"2020/21","Approved","Zimbabwe","Skill level 3",42
"2020/21","Approved","Zimbabwe","Skill level 4",6
"2020/21","Approved","Zimbabwe","Skill level 5",3
"2020/21","Declined","Afghanistan","(not recorded)",12
"2020/21","Declined","Albania","(not recorded)",3
"2020/21","Declined","Algeria","(not recorded)",0
"2020/21","Declined","Argentina","(not recorded)",36
"2020/21","Declined","Argentina","Skill level 1",3
"2020/21","Declined","Argentina","Skill level 2",15
"2020/21","Declined","Argentina","Skill level 3",21
"2020/21","Declined","Argentina","Skill level 4",12
"2020/21","Declined","Argentina","Skill level 5",18
"2020/21","Declined","Armenia","(not recorded)",0
"2020/21","Declined","Australia","(not recorded)",0
"2020/21","Declined","Austria","(not recorded)",3
"2020/21","Declined","Austria","Skill level 3",0
"2020/21","Declined","Austria","Skill level 5",0
"2020/21","Declined","Bahrain","(not recorded)",3
"2020/21","Declined","Bangladesh","(not recorded)",18
"2020/21","Declined","Bangladesh","Skill level 1",3
"2020/21","Declined","Bangladesh","Skill level 2",12
"2020/21","Declined","Bangladesh","Skill level 3",15
"2020/21","Declined","Bangladesh","Skill level 4",6
"2020/21","Declined","Bangladesh","Skill level 5",3
"2020/21","Declined","Barbados","Skill level 1",3
"2020/21","Declined","Belgium","(not recorded)",9
"2020/21","Declined","Belgium","Skill level 1",3
"2020/21","Declined","Belgium","Skill level 3",0
"2020/21","Declined","Belgium","Skill level 4",3
"2020/21","Declined","Bolivia","(not recorded)",0
"2020/21","Declined","Bolivia","Skill level 3",0
"2020/21","Declined","Bolivia","Skill level 5",0
"2020/21","Declined","Brazil","(not recorded)",51
"2020/21","Declined","Brazil","Skill level 1",15
"2020/21","Declined","Brazil","Skill level 2",15
"2020/21","Declined","Brazil","Skill level 3",39
"2020/21","Declined","Brazil","Skill level 4",18
"2020/21","Declined","Brazil","Skill level 5",18
"2020/21","Declined","Bulgaria","(not recorded)",3
"2020/21","Declined","Bulgaria","Skill level 3",0
"2020/21","Declined","Burundi","Skill level 5",0
"2020/21","Declined","Cambodia","(not recorded)",12
"2020/21","Declined","Cambodia","Skill level 2",3
"2020/21","Declined","Cambodia","Skill level 3",0
"2020/21","Declined","Cambodia","Skill level 4",3
"2020/21","Declined","Canada","(not recorded)",51
"2020/21","Declined","Canada","Skill level 1",12
"2020/21","Declined","Canada","Skill level 2",6
"2020/21","Declined","Canada","Skill level 3",12
"2020/21","Declined","Canada","Skill level 4",0
"2020/21","Declined","Chile","(not recorded)",30
"2020/21","Declined","Chile","Skill level 1",3
"2020/21","Declined","Chile","Skill level 2",18
"2020/21","Declined","Chile","Skill level 3",24
"2020/21","Declined","Chile","Skill level 4",6
"2020/21","Declined","Chile","Skill level 5",21
"2020/21","Declined","China","(not recorded)",324
"2020/21","Declined","China","Skill level 1",63
"2020/21","Declined","China","Skill level 2",168
"2020/21","Declined","China","Skill level 3",81
"2020/21","Declined","China","Skill level 4",33
"2020/21","Declined","China","Skill level 5",15
"2020/21","Declined","Colombia","(not recorded)",18
"2020/21","Declined","Colombia","Skill level 1",3
"2020/21","Declined","Colombia","Skill level 2",6
"2020/21","Declined","Colombia","Skill level 3",6
"2020/21","Declined","Colombia","Skill level 4",6
"2020/21","Declined","Colombia","Skill level 5",6
"2020/21","Declined","Costa Rica","Skill level 2",3
"2020/21","Declined","Croatia","(not recorded)",3
"2020/21","Declined","Croatia","Skill level 2",0
"2020/21","Declined","Croatia","Skill level 3",3
"2020/21","Declined","Cuba","(not recorded)",0
"2020/21","Declined","Cyprus","(not recorded)",3
"2020/21","Declined","Czech Republic","(not recorded)",24
"2020/21","Declined","Czech Republic","Skill level 1",3
"2020/21","Declined","Czech Republic","Skill level 2",3
"2020/21","Declined","Czech Republic","Skill level 3",6
"2020/21","Declined","Czech Republic","Skill level 4",3
"2020/21","Declined","Czech Republic","Skill level 5",3
"2020/21","Declined","Denmark","(not recorded)",3
"2020/21","Declined","Denmark","Skill level 3",3
"2020/21","Declined","Denmark","Skill level 4",0
"2020/21","Declined","Ecuador","Skill level 1",3
"2020/21","Declined","Ecuador","Skill level 2",0
"2020/21","Declined","Egypt","(not recorded)",6
"2020/21","Declined","Egypt","Skill level 1",12
"2020/21","Declined","Eritrea","(not recorded)",0
"2020/21","Declined","Estonia","(not recorded)",3
"2020/21","Declined","Estonia","Skill level 3",3
"2020/21","Declined","Ethiopia","(not recorded)",0
"2020/21","Declined","Fiji","(not recorded)",159
"2020/21","Declined","Fiji","Skill level 1",3
"2020/21","Declined","Fiji","Skill level 2",12
"2020/21","Declined","Fiji","Skill level 3",60
"2020/21","Declined","Fiji","Skill level 4",84
"2020/21","Declined","Fiji","Skill level 5",27
"2020/21","Declined","Finland","(not recorded)",9
"2020/21","Declined","Finland","Skill level 2",6
"2020/21","Declined","Finland","Skill level 3",0
"2020/21","Declined","Finland","Skill level 4",3
"2020/21","Declined","France","(not recorded)",66
"2020/21","Declined","France","Skill level 1",9
"2020/21","Declined","France","Skill level 2",18
"2020/21","Declined","France","Skill level 3",15
"2020/21","Declined","France","Skill level 4",15
"2020/21","Declined","France","Skill level 5",6
"2020/21","Declined","Germany","(not recorded)",63
"2020/21","Declined","Germany","Skill level 1",3
"2020/21","Declined","Germany","Skill level 2",12
"2020/21","Declined","Germany","Skill level 3",9
"2020/21","Declined","Germany","Skill level 4",6
"2020/21","Declined","Germany","Skill level 5",9
"2020/21","Declined","Ghana","(not recorded)",3
"2020/21","Declined","Ghana","Skill level 4",0
"2020/21","Declined","Hong Kong","(not recorded)",18
"2020/21","Declined","Hong Kong","Skill level 1",3
"2020/21","Declined","Hong Kong","Skill level 4",6
"2020/21","Declined","Hong Kong","Skill level 5",0
"2020/21","Declined","Hungary","(not recorded)",3
"2020/21","Declined","Hungary","Skill level 2",0
"2020/21","Declined","Hungary","Skill level 4",0
"2020/21","Declined","India","(not recorded)",639
"2020/21","Declined","India","Skill level 1",111
"2020/21","Declined","India","Skill level 2",399
"2020/21","Declined","India","Skill level 3",174
"2020/21","Declined","India","Skill level 4",330
"2020/21","Declined","India","Skill level 5",66
"2020/21","Declined","Indonesia","(not recorded)",36
"2020/21","Declined","Indonesia","Skill level 1",6
"2020/21","Declined","Indonesia","Skill level 2",15
"2020/21","Declined","Indonesia","Skill level 3",3
"2020/21","Declined","Indonesia","Skill level 4",6
"2020/21","Declined","Indonesia","Skill level 5",3
"2020/21","Declined","Iran","(not recorded)",12
"2020/21","Declined","Iran","Skill level 1",3
"2020/21","Declined","Iran","Skill level 3",0
"2020/21","Declined","Iraq","(not recorded)",3
"2020/21","Declined","Ireland","(not recorded)",27
"2020/21","Declined","Ireland","Skill level 1",12
"2020/21","Declined","Ireland","Skill level 2",9
"2020/21","Declined","Ireland","Skill level 3",9
"2020/21","Declined","Ireland","Skill level 4",3
"2020/21","Declined","Ireland","Skill level 5",0
"2020/21","Declined","Israel","(not recorded)",3
"2020/21","Declined","Italy","(not recorded)",30
"2020/21","Declined","Italy","Skill level 1",0
"2020/21","Declined","Italy","Skill level 2",9
"2020/21","Declined","Italy","Skill level 3",9
"2020/21","Declined","Italy","Skill level 4",3
"2020/21","Declined","Italy","Skill level 5",0
"2020/21","Declined","Japan","(not recorded)",54
"2020/21","Declined","Japan","Skill level 1",6
"2020/21","Declined","Japan","Skill level 2",27
"2020/21","Declined","Japan","Skill level 3",12
"2020/21","Declined","Japan","Skill level 4",15
"2020/21","Declined","Japan","Skill level 5",9
"2020/21","Declined","Jordan","(not recorded)",6
"2020/21","Declined","Jordan","Skill level 2",6
"2020/21","Declined","Jordan","Skill level 3",3
"2020/21","Declined","Kazakhstan","(not recorded)",0
"2020/21","Declined","Kazakhstan","Skill level 1",0
"2020/21","Declined","Kenya","(not recorded)",3
"2020/21","Declined","Kenya","Skill level 1",3
"2020/21","Declined","Kiribati","(not recorded)",3
"2020/21","Declined","Kiribati","Skill level 2",0
"2020/21","Declined","Kuwait","(not recorded)",0
"2020/21","Declined","Laos","(not recorded)",3
"2020/21","Declined","Latvia","(not recorded)",3
