"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2017/18","Declined","Turkey","Polytechnics",0
"2017/18","Declined","Turkey","Private Training Establishments",33
"2017/18","Declined","Turkey","Schools",9
"2017/18","Declined","Turkey","Universities",6
"2017/18","Declined","Tuvalu","(not recorded)",3
"2017/18","Declined","Uganda","Private Training Establishments",0
"2017/18","Declined","Ukraine","(not recorded)",3
"2017/18","Declined","Ukraine","Polytechnics",6
"2017/18","Declined","Ukraine","Private Training Establishments",15
"2017/18","Declined","Ukraine","Schools",3
"2017/18","Declined","Ukraine","Universities",3
"2017/18","Declined","United Kingdom","(not recorded)",15
"2017/18","Declined","United Kingdom","Polytechnics",3
"2017/18","Declined","United Kingdom","Private Training Establishments",3
"2017/18","Declined","United Kingdom","Schools",3
"2017/18","Declined","United Kingdom","Universities",6
"2017/18","Declined","United States of America","(not recorded)",24
"2017/18","Declined","United States of America","Polytechnics",0
"2017/18","Declined","United States of America","Private Training Establishments",3
"2017/18","Declined","United States of America","Schools",12
"2017/18","Declined","United States of America","Universities",33
"2017/18","Declined","Unknown","(not recorded)",0
"2017/18","Declined","Uruguay","Private Training Establishments",3
"2017/18","Declined","Uzbekistan","Polytechnics",3
"2017/18","Declined","Uzbekistan","Private Training Establishments",18
"2017/18","Declined","Uzbekistan","Schools",0
"2017/18","Declined","Uzbekistan","Universities",3
"2017/18","Declined","Vanuatu","(not recorded)",0
"2017/18","Declined","Vanuatu","Private Training Establishments",0
"2017/18","Declined","Vanuatu","Schools",3
"2017/18","Declined","Venezuela","Polytechnics",3
"2017/18","Declined","Venezuela","Private Training Establishments",18
"2017/18","Declined","Venezuela","Universities",3
"2017/18","Declined","Vietnam","(not recorded)",48
"2017/18","Declined","Vietnam","Polytechnics",36
"2017/18","Declined","Vietnam","Private Training Establishments",93
"2017/18","Declined","Vietnam","Schools",78
"2017/18","Declined","Vietnam","Universities",36
"2017/18","Declined","Yemen","(not recorded)",6
"2017/18","Declined","Yemen","Polytechnics",0
"2017/18","Declined","Yemen","Private Training Establishments",6
"2017/18","Declined","Yemen","Schools",0
"2017/18","Declined","Yemen","Universities",6
"2017/18","Declined","Zambia","Polytechnics",0
"2017/18","Declined","Zambia","Private Training Establishments",3
"2017/18","Declined","Zimbabwe","(not recorded)",0
"2017/18","Declined","Zimbabwe","Polytechnics",9
"2017/18","Declined","Zimbabwe","Schools",3
"2017/18","Declined","Zimbabwe","Universities",12
"2018/19","Approved","Afghanistan","(not recorded)",3
"2018/19","Approved","Afghanistan","Polytechnics",3
"2018/19","Approved","Afghanistan","Schools",6
"2018/19","Approved","Afghanistan","Universities",0
"2018/19","Approved","Albania","Private Training Establishments",3
"2018/19","Approved","Albania","Schools",3
"2018/19","Approved","Algeria","Universities",3
"2018/19","Approved","Andorra","Private Training Establishments",3
"2018/19","Approved","Andorra","Universities",0
"2018/19","Approved","Argentina","(not recorded)",18
"2018/19","Approved","Argentina","Polytechnics",9
"2018/19","Approved","Argentina","Private Training Establishments",180
"2018/19","Approved","Argentina","Schools",90
"2018/19","Approved","Argentina","Universities",15
"2018/19","Approved","Armenia","Private Training Establishments",3
"2018/19","Approved","Armenia","Schools",6
"2018/19","Approved","Armenia","Universities",3
"2018/19","Approved","Austria","(not recorded)",3
"2018/19","Approved","Austria","Polytechnics",6
"2018/19","Approved","Austria","Private Training Establishments",9
"2018/19","Approved","Austria","Schools",93
"2018/19","Approved","Austria","Universities",27
"2018/19","Approved","Azerbaijan","(not recorded)",3
"2018/19","Approved","Azerbaijan","Private Training Establishments",3
"2018/19","Approved","Azerbaijan","Schools",0
"2018/19","Approved","Azerbaijan","Universities",0
"2018/19","Approved","Bahamas","Schools",0
"2018/19","Approved","Bahamas","Universities",3
"2018/19","Approved","Bahrain","Private Training Establishments",0
"2018/19","Approved","Bahrain","Universities",3
"2018/19","Approved","Bangladesh","(not recorded)",9
"2018/19","Approved","Bangladesh","Polytechnics",33
"2018/19","Approved","Bangladesh","Private Training Establishments",54
"2018/19","Approved","Bangladesh","Schools",48
"2018/19","Approved","Bangladesh","Universities",120
"2018/19","Approved","Belarus","Polytechnics",3
"2018/19","Approved","Belarus","Private Training Establishments",6
"2018/19","Approved","Belarus","Schools",9
"2018/19","Approved","Belarus","Universities",3
"2018/19","Approved","Belgium","(not recorded)",6
"2018/19","Approved","Belgium","Polytechnics",3
"2018/19","Approved","Belgium","Private Training Establishments",12
"2018/19","Approved","Belgium","Schools",24
"2018/19","Approved","Belgium","Universities",12
"2018/19","Approved","Bhutan","(not recorded)",6
"2018/19","Approved","Bhutan","Polytechnics",6
"2018/19","Approved","Bhutan","Private Training Establishments",3
"2018/19","Approved","Bhutan","Schools",3
"2018/19","Approved","Bhutan","Universities",9
"2018/19","Approved","Bolivia","(not recorded)",3
"2018/19","Approved","Bolivia","Polytechnics",0
"2018/19","Approved","Bolivia","Private Training Establishments",6
"2018/19","Approved","Bolivia","Schools",6
"2018/19","Approved","Bolivia","Universities",3
"2018/19","Approved","Bosnia & Herzegovina","(not recorded)",0
"2018/19","Approved","Bosnia & Herzegovina","Schools",3
"2018/19","Approved","Botswana","Private Training Establishments",3
"2018/19","Approved","Botswana","Schools",0
"2018/19","Approved","Botswana","Universities",3
"2018/19","Approved","Brazil","(not recorded)",117
"2018/19","Approved","Brazil","Polytechnics",108
"2018/19","Approved","Brazil","Private Training Establishments",1614
"2018/19","Approved","Brazil","Schools",627
"2018/19","Approved","Brazil","Universities",123
"2018/19","Approved","Brunei Darussalam","Private Training Establishments",12
"2018/19","Approved","Brunei Darussalam","Schools",3
"2018/19","Approved","Brunei Darussalam","Universities",39
"2018/19","Approved","Bulgaria","(not recorded)",6
"2018/19","Approved","Bulgaria","Schools",3
"2018/19","Approved","Cambodia","(not recorded)",27
"2018/19","Approved","Cambodia","Polytechnics",54
"2018/19","Approved","Cambodia","Private Training Establishments",96
"2018/19","Approved","Cambodia","Schools",147
"2018/19","Approved","Cambodia","Universities",126
"2018/19","Approved","Cameroon","Universities",6
"2018/19","Approved","Canada","(not recorded)",45
"2018/19","Approved","Canada","Polytechnics",15
"2018/19","Approved","Canada","Private Training Establishments",39
"2018/19","Approved","Canada","Schools",66
"2018/19","Approved","Canada","Universities",270
"2018/19","Approved","Chile","(not recorded)",39
"2018/19","Approved","Chile","Polytechnics",27
"2018/19","Approved","Chile","Private Training Establishments",465
"2018/19","Approved","Chile","Schools",219
"2018/19","Approved","Chile","Universities",45
"2018/19","Approved","China","(not recorded)",708
"2018/19","Approved","China","Polytechnics",4542
"2018/19","Approved","China","Private Training Establishments",5514
"2018/19","Approved","China","Schools",8043
"2018/19","Approved","China","Universities",15015
"2018/19","Approved","Colombia","(not recorded)",27
"2018/19","Approved","Colombia","Polytechnics",36
"2018/19","Approved","Colombia","Private Training Establishments",1038
"2018/19","Approved","Colombia","Schools",60
"2018/19","Approved","Colombia","Universities",93
"2018/19","Approved","Congo","(not recorded)",3
"2018/19","Approved","Congo","Schools",0
"2018/19","Approved","Costa Rica","Private Training Establishments",3
"2018/19","Approved","Costa Rica","Schools",3
"2018/19","Approved","Costa Rica","Universities",0
"2018/19","Approved","Croatia","(not recorded)",6
"2018/19","Approved","Croatia","Universities",3
"2018/19","Approved","Cuba","Schools",0
"2018/19","Approved","Cyprus","Universities",3
"2018/19","Approved","Czech Republic","(not recorded)",18
"2018/19","Approved","Czech Republic","Polytechnics",6
"2018/19","Approved","Czech Republic","Private Training Establishments",33
"2018/19","Approved","Czech Republic","Schools",18
"2018/19","Approved","Czech Republic","Universities",21
"2018/19","Approved","Denmark","(not recorded)",9
"2018/19","Approved","Denmark","Polytechnics",6
"2018/19","Approved","Denmark","Private Training Establishments",6
"2018/19","Approved","Denmark","Schools",39
"2018/19","Approved","Denmark","Universities",117
"2018/19","Approved","Dominica","Universities",3
"2018/19","Approved","Dominican Republic","(not recorded)",6
"2018/19","Approved","Dominican Republic","Universities",3
"2018/19","Approved","Ecuador","Polytechnics",0
"2018/19","Approved","Ecuador","Private Training Establishments",57
"2018/19","Approved","Ecuador","Schools",3
"2018/19","Approved","Ecuador","Universities",9
"2018/19","Approved","Egypt","(not recorded)",21
"2018/19","Approved","Egypt","Polytechnics",3
"2018/19","Approved","Egypt","Private Training Establishments",12
"2018/19","Approved","Egypt","Schools",18
"2018/19","Approved","Egypt","Universities",33
"2018/19","Approved","El Salvador","Private Training Establishments",3
"2018/19","Approved","El Salvador","Universities",0
"2018/19","Approved","Estonia","(not recorded)",3
"2018/19","Approved","Estonia","Private Training Establishments",0
"2018/19","Approved","Estonia","Schools",6
"2018/19","Approved","Estonia","Universities",3
"2018/19","Approved","Ethiopia","(not recorded)",6
"2018/19","Approved","Ethiopia","Schools",3
"2018/19","Approved","Ethiopia","Universities",9
"2018/19","Approved","Federated States of Micronesia","Universities",0
"2018/19","Approved","Fiji","(not recorded)",594
"2018/19","Approved","Fiji","Polytechnics",123
"2018/19","Approved","Fiji","Private Training Establishments",351
"2018/19","Approved","Fiji","Schools",759
"2018/19","Approved","Fiji","Universities",138
"2018/19","Approved","Finland","(not recorded)",12
"2018/19","Approved","Finland","Polytechnics",6
"2018/19","Approved","Finland","Private Training Establishments",3
"2018/19","Approved","Finland","Schools",27
"2018/19","Approved","Finland","Universities",27
"2018/19","Approved","France","(not recorded)",51
"2018/19","Approved","France","Polytechnics",39
"2018/19","Approved","France","Private Training Establishments",201
"2018/19","Approved","France","Schools",177
"2018/19","Approved","France","Universities",210
"2018/19","Approved","Georgia","(not recorded)",0
"2018/19","Approved","Georgia","Schools",0
"2018/19","Approved","Georgia","Universities",0
"2018/19","Approved","Germany","(not recorded)",84
"2018/19","Approved","Germany","Polytechnics",111
"2018/19","Approved","Germany","Private Training Establishments",51
"2018/19","Approved","Germany","Schools",1323
"2018/19","Approved","Germany","Universities",243
"2018/19","Approved","Ghana","(not recorded)",6
"2018/19","Approved","Ghana","Polytechnics",0
"2018/19","Approved","Ghana","Private Training Establishments",3
"2018/19","Approved","Ghana","Schools",12
"2018/19","Approved","Ghana","Universities",39
"2018/19","Approved","Greece","Private Training Establishments",3
"2018/19","Approved","Greece","Schools",3
"2018/19","Approved","Greece","Universities",3
"2018/19","Approved","Guatemala","Private Training Establishments",0
"2018/19","Approved","Guatemala","Universities",6
"2018/19","Approved","Guyana","Polytechnics",3
"2018/19","Approved","Guyana","Universities",3
"2018/19","Approved","Honduras","Universities",0
"2018/19","Approved","Hong Kong","(not recorded)",36
"2018/19","Approved","Hong Kong","Polytechnics",90
"2018/19","Approved","Hong Kong","Private Training Establishments",150
"2018/19","Approved","Hong Kong","Schools",570
"2018/19","Approved","Hong Kong","Universities",474
"2018/19","Approved","Hungary","(not recorded)",9
"2018/19","Approved","Hungary","Polytechnics",3
"2018/19","Approved","Hungary","Private Training Establishments",3
"2018/19","Approved","Hungary","Schools",33
"2018/19","Approved","Hungary","Universities",18
"2018/19","Approved","Iceland","Private Training Establishments",9
"2018/19","Approved","Iceland","Schools",6
"2018/19","Approved","Iceland","Universities",3
"2018/19","Approved","India","(not recorded)",690
"2018/19","Approved","India","Polytechnics",4929
"2018/19","Approved","India","Private Training Establishments",6168
"2018/19","Approved","India","Schools",1494
"2018/19","Approved","India","Universities",2544
"2018/19","Approved","Indonesia","(not recorded)",93
"2018/19","Approved","Indonesia","Polytechnics",147
"2018/19","Approved","Indonesia","Private Training Establishments",333
"2018/19","Approved","Indonesia","Schools",222
"2018/19","Approved","Indonesia","Universities",432
"2018/19","Approved","Iran","(not recorded)",21
"2018/19","Approved","Iran","Polytechnics",18
"2018/19","Approved","Iran","Private Training Establishments",9
"2018/19","Approved","Iran","Schools",51
"2018/19","Approved","Iran","Universities",300
"2018/19","Approved","Iraq","(not recorded)",3
"2018/19","Approved","Iraq","Private Training Establishments",0
"2018/19","Approved","Iraq","Schools",0
"2018/19","Approved","Iraq","Universities",9
"2018/19","Approved","Ireland","(not recorded)",24
"2018/19","Approved","Ireland","Polytechnics",3
"2018/19","Approved","Ireland","Private Training Establishments",6
"2018/19","Approved","Ireland","Schools",39
"2018/19","Approved","Ireland","Universities",33
"2018/19","Approved","Israel","(not recorded)",3
"2018/19","Approved","Israel","Polytechnics",3
"2018/19","Approved","Israel","Private Training Establishments",6
"2018/19","Approved","Israel","Schools",27
"2018/19","Approved","Israel","Universities",6
"2018/19","Approved","Italy","(not recorded)",24
"2018/19","Approved","Italy","Polytechnics",6
"2018/19","Approved","Italy","Private Training Establishments",24
"2018/19","Approved","Italy","Schools",249
"2018/19","Approved","Italy","Universities",60
"2018/19","Approved","Jamaica","Polytechnics",0
"2018/19","Approved","Jamaica","Schools",0
"2018/19","Approved","Jamaica","Universities",6
"2018/19","Approved","Japan","(not recorded)",96
"2018/19","Approved","Japan","Polytechnics",234
"2018/19","Approved","Japan","Private Training Establishments",1017
"2018/19","Approved","Japan","Schools",1830
"2018/19","Approved","Japan","Universities",582
"2018/19","Approved","Jordan","(not recorded)",18
"2018/19","Approved","Jordan","Polytechnics",0
"2018/19","Approved","Jordan","Schools",24
"2018/19","Approved","Jordan","Universities",30
"2018/19","Approved","Kazakhstan","(not recorded)",12
"2018/19","Approved","Kazakhstan","Polytechnics",12
"2018/19","Approved","Kazakhstan","Private Training Establishments",33
"2018/19","Approved","Kazakhstan","Schools",39
"2018/19","Approved","Kazakhstan","Universities",15
"2018/19","Approved","Kenya","(not recorded)",9
"2018/19","Approved","Kenya","Polytechnics",42
"2018/19","Approved","Kenya","Private Training Establishments",9
"2018/19","Approved","Kenya","Schools",3
"2018/19","Approved","Kenya","Universities",21
"2018/19","Approved","Kiribati","(not recorded)",15
"2018/19","Approved","Kiribati","Polytechnics",9
"2018/19","Approved","Kiribati","Private Training Establishments",6
"2018/19","Approved","Kiribati","Schools",30
"2018/19","Approved","Kiribati","Universities",27
"2018/19","Approved","Kosovo - Republic of","Private Training Establishments",0
"2018/19","Approved","Kuwait","Schools",0
"2018/19","Approved","Kuwait","Universities",45
"2018/19","Approved","Kyrgyzstan","(not recorded)",3
"2018/19","Approved","Kyrgyzstan","Polytechnics",0
"2018/19","Approved","Kyrgyzstan","Private Training Establishments",0
"2018/19","Approved","Kyrgyzstan","Schools",3
"2018/19","Approved","Kyrgyzstan","Universities",0
"2018/19","Approved","Laos","(not recorded)",18
"2018/19","Approved","Laos","Polytechnics",15
"2018/19","Approved","Laos","Private Training Establishments",15
"2018/19","Approved","Laos","Schools",30
"2018/19","Approved","Laos","Universities",54
"2018/19","Approved","Latvia","(not recorded)",3
"2018/19","Approved","Latvia","Schools",0
"2018/19","Approved","Latvia","Universities",3
"2018/19","Approved","Lebanon","(not recorded)",6
"2018/19","Approved","Lebanon","Polytechnics",3
"2018/19","Approved","Lebanon","Schools",6
"2018/19","Approved","Lebanon","Universities",3
"2018/19","Approved","Lesotho","Universities",0
"2018/19","Approved","Liberia","(not recorded)",3
"2018/19","Approved","Liberia","Universities",0
"2018/19","Approved","Libya","(not recorded)",3
"2018/19","Approved","Libya","Schools",3
"2018/19","Approved","Libya","Universities",6
"2018/19","Approved","Lithuania","Polytechnics",3
"2018/19","Approved","Lithuania","Schools",3
"2018/19","Approved","Lithuania","Universities",3
"2018/19","Approved","Luxembourg","Schools",3
"2018/19","Approved","Luxembourg","Universities",3
"2018/19","Approved","Macau","(not recorded)",3
"2018/19","Approved","Macau","Polytechnics",3
"2018/19","Approved","Macau","Private Training Establishments",12
"2018/19","Approved","Macau","Schools",45
"2018/19","Approved","Macau","Universities",42
"2018/19","Approved","Macedonia","(not recorded)",6
"2018/19","Approved","Macedonia","Polytechnics",3
"2018/19","Approved","Macedonia","Private Training Establishments",3
"2018/19","Approved","Macedonia","Schools",12
"2018/19","Approved","Macedonia","Universities",3
"2018/19","Approved","Malawi","(not recorded)",0
"2018/19","Approved","Malawi","Polytechnics",3
"2018/19","Approved","Malawi","Schools",0
"2018/19","Approved","Malawi","Universities",6
"2018/19","Approved","Malaysia","(not recorded)",51
"2018/19","Approved","Malaysia","Polytechnics",102
"2018/19","Approved","Malaysia","Private Training Establishments",132
"2018/19","Approved","Malaysia","Schools",177
"2018/19","Approved","Malaysia","Universities",930
"2018/19","Approved","Maldives","(not recorded)",9
"2018/19","Approved","Maldives","Polytechnics",0
"2018/19","Approved","Maldives","Private Training Establishments",6
"2018/19","Approved","Maldives","Schools",6
"2018/19","Approved","Maldives","Universities",24
"2018/19","Approved","Mali","Schools",3
"2018/19","Approved","Mauritius","(not recorded)",3
"2018/19","Approved","Mauritius","Polytechnics",21
"2018/19","Approved","Mauritius","Private Training Establishments",3
"2018/19","Approved","Mauritius","Schools",3
"2018/19","Approved","Mauritius","Universities",27
"2018/19","Approved","Mexico","(not recorded)",6
"2018/19","Approved","Mexico","Polytechnics",6
"2018/19","Approved","Mexico","Private Training Establishments",108
"2018/19","Approved","Mexico","Schools",108
"2018/19","Approved","Mexico","Universities",57
"2018/19","Approved","Moldova","Private Training Establishments",0
"2018/19","Approved","Moldova","Schools",0
"2018/19","Approved","Monaco","Private Training Establishments",0
"2018/19","Approved","Mongolia","(not recorded)",6
"2018/19","Approved","Mongolia","Private Training Establishments",15
"2018/19","Approved","Mongolia","Schools",3
"2018/19","Approved","Mongolia","Universities",9
"2018/19","Approved","Morocco","Universities",3
"2018/19","Approved","Myanmar","(not recorded)",12
"2018/19","Approved","Myanmar","Polytechnics",3
"2018/19","Approved","Myanmar","Private Training Establishments",15
"2018/19","Approved","Myanmar","Schools",15
"2018/19","Approved","Myanmar","Universities",102
"2018/19","Approved","Namibia","(not recorded)",9
"2018/19","Approved","Namibia","Polytechnics",0
"2018/19","Approved","Namibia","Universities",6
"2018/19","Approved","Nauru","(not recorded)",3
"2018/19","Approved","Nauru","Schools",0
"2018/19","Approved","Nauru","Universities",3
"2018/19","Approved","Nepal","(not recorded)",54
"2018/19","Approved","Nepal","Polytechnics",384
"2018/19","Approved","Nepal","Private Training Establishments",660
"2018/19","Approved","Nepal","Schools",60
"2018/19","Approved","Nepal","Universities",66
"2018/19","Approved","Netherlands","(not recorded)",33
"2018/19","Approved","Netherlands","Polytechnics",18
"2018/19","Approved","Netherlands","Private Training Establishments",15
"2018/19","Approved","Netherlands","Schools",48
"2018/19","Approved","Netherlands","Universities",96
"2018/19","Approved","Nicaragua","Private Training Establishments",0
"2018/19","Approved","Nicaragua","Universities",3
"2018/19","Approved","Nigeria","(not recorded)",27
"2018/19","Approved","Nigeria","Polytechnics",3
"2018/19","Approved","Nigeria","Private Training Establishments",6
"2018/19","Approved","Nigeria","Schools",21
"2018/19","Approved","Nigeria","Universities",93
"2018/19","Approved","Norway","(not recorded)",3
"2018/19","Approved","Norway","Polytechnics",6
"2018/19","Approved","Norway","Private Training Establishments",3
"2018/19","Approved","Norway","Schools",33
"2018/19","Approved","Norway","Universities",144
"2018/19","Approved","Oman","Private Training Establishments",54
"2018/19","Approved","Oman","Schools",57
"2018/19","Approved","Oman","Universities",120
"2018/19","Approved","Pakistan","(not recorded)",45
"2018/19","Approved","Pakistan","Polytechnics",18
"2018/19","Approved","Pakistan","Private Training Establishments",6
"2018/19","Approved","Pakistan","Schools",84
"2018/19","Approved","Pakistan","Universities",213
"2018/19","Approved","Palau","Universities",0
"2018/19","Approved","Palestine","Polytechnics",3
"2018/19","Approved","Palestine","Schools",3
"2018/19","Approved","Palestine","Universities",0
"2018/19","Approved","Panama","Polytechnics",3
"2018/19","Approved","Panama","Private Training Establishments",3
"2018/19","Approved","Panama","Universities",3
"2018/19","Approved","Papua New Guinea","(not recorded)",39
"2018/19","Approved","Papua New Guinea","Polytechnics",12
"2018/19","Approved","Papua New Guinea","Private Training Establishments",42
"2018/19","Approved","Papua New Guinea","Schools",78
"2018/19","Approved","Papua New Guinea","Universities",99
"2018/19","Approved","Paraguay","Private Training Establishments",0
"2018/19","Approved","Paraguay","Schools",3
"2018/19","Approved","Paraguay","Universities",3
"2018/19","Approved","Peru","(not recorded)",0
"2018/19","Approved","Peru","Polytechnics",3
"2018/19","Approved","Peru","Private Training Establishments",66
"2018/19","Approved","Peru","Schools",6
"2018/19","Approved","Peru","Universities",15
"2018/19","Approved","Philippines","(not recorded)",1725
"2018/19","Approved","Philippines","Polytechnics",330
"2018/19","Approved","Philippines","Private Training Establishments",1044
"2018/19","Approved","Philippines","Schools",1305
"2018/19","Approved","Philippines","Universities",150
"2018/19","Approved","Poland","(not recorded)",15
"2018/19","Approved","Poland","Polytechnics",0
"2018/19","Approved","Poland","Private Training Establishments",3
"2018/19","Approved","Poland","Schools",18
"2018/19","Approved","Poland","Universities",9
"2018/19","Approved","Portugal","(not recorded)",12
"2018/19","Approved","Portugal","Polytechnics",0
"2018/19","Approved","Portugal","Private Training Establishments",12
"2018/19","Approved","Portugal","Schools",15
"2018/19","Approved","Portugal","Universities",18
"2018/19","Approved","Qatar","Universities",6
"2018/19","Approved","Romania","(not recorded)",6
"2018/19","Approved","Romania","Private Training Establishments",0
"2018/19","Approved","Romania","Schools",9
"2018/19","Approved","Romania","Universities",3
"2018/19","Approved","Russia","(not recorded)",42
"2018/19","Approved","Russia","Polytechnics",114
"2018/19","Approved","Russia","Private Training Establishments",234
"2018/19","Approved","Russia","Schools",201
"2018/19","Approved","Russia","Universities",117
"2018/19","Approved","Rwanda","Universities",3
"2018/19","Approved","Samoa","(not recorded)",75
"2018/19","Approved","Samoa","Polytechnics",24
"2018/19","Approved","Samoa","Private Training Establishments",9
"2018/19","Approved","Samoa","Schools",87
"2018/19","Approved","Samoa","Universities",54
"2018/19","Approved","San Marino","Universities",0
"2018/19","Approved","Saudi Arabia","(not recorded)",6
"2018/19","Approved","Saudi Arabia","Polytechnics",66
"2018/19","Approved","Saudi Arabia","Private Training Establishments",348
"2018/19","Approved","Saudi Arabia","Schools",225
"2018/19","Approved","Saudi Arabia","Universities",465
"2018/19","Approved","Senegal","Schools",0
"2018/19","Approved","Senegal","Universities",3
"2018/19","Approved","Serbia","(not recorded)",27
"2018/19","Approved","Serbia","Polytechnics",0
"2018/19","Approved","Serbia","Private Training Establishments",0
"2018/19","Approved","Serbia","Schools",21
"2018/19","Approved","Serbia","Universities",6
"2018/19","Approved","Seychelles","Universities",0
"2018/19","Approved","Sierra Leone","Universities",0
"2018/19","Approved","Singapore","(not recorded)",15
"2018/19","Approved","Singapore","Polytechnics",24
"2018/19","Approved","Singapore","Private Training Establishments",51
"2018/19","Approved","Singapore","Schools",72
"2018/19","Approved","Singapore","Universities",336
"2018/19","Approved","Slovakia","(not recorded)",3
"2018/19","Approved","Slovakia","Polytechnics",0
"2018/19","Approved","Slovakia","Private Training Establishments",6
"2018/19","Approved","Slovakia","Schools",9
"2018/19","Approved","Slovakia","Universities",12
"2018/19","Approved","Slovenia","Polytechnics",3
"2018/19","Approved","Slovenia","Schools",6
"2018/19","Approved","Slovenia","Universities",3
"2018/19","Approved","Solomon Islands","(not recorded)",12
"2018/19","Approved","Solomon Islands","Polytechnics",12
"2018/19","Approved","Solomon Islands","Private Training Establishments",6
"2018/19","Approved","Solomon Islands","Schools",24
"2018/19","Approved","Solomon Islands","Universities",48
"2018/19","Approved","Somalia","(not recorded)",0
"2018/19","Approved","South Africa","(not recorded)",1809
"2018/19","Approved","South Africa","Polytechnics",51
"2018/19","Approved","South Africa","Private Training Establishments",54
"2018/19","Approved","South Africa","Schools",1584
"2018/19","Approved","South Africa","Universities",60
"2018/19","Approved","South Korea","(not recorded)",201
"2018/19","Approved","South Korea","Polytechnics",303
"2018/19","Approved","South Korea","Private Training Establishments",1323
"2018/19","Approved","South Korea","Schools",2664
"2018/19","Approved","South Korea","Universities",657
"2018/19","Approved","Spain","(not recorded)",21
"2018/19","Approved","Spain","Polytechnics",6
"2018/19","Approved","Spain","Private Training Establishments",162
"2018/19","Approved","Spain","Schools",48
"2018/19","Approved","Spain","Universities",36
"2018/19","Approved","Sri Lanka","(not recorded)",192
"2018/19","Approved","Sri Lanka","Polytechnics",321
"2018/19","Approved","Sri Lanka","Private Training Establishments",255
"2018/19","Approved","Sri Lanka","Schools",330
"2018/19","Approved","Sri Lanka","Universities",276
"2018/19","Approved","St Lucia","Universities",3
"2018/19","Approved","Stateless","Schools",6
"2018/19","Approved","Sudan","Universities",3
"2018/19","Approved","Suriname","Universities",0
"2018/19","Approved","Swaziland","Universities",0
"2018/19","Approved","Sweden","(not recorded)",27
"2018/19","Approved","Sweden","Polytechnics",12
"2018/19","Approved","Sweden","Private Training Establishments",39
"2018/19","Approved","Sweden","Schools",30
"2018/19","Approved","Sweden","Universities",84
"2018/19","Approved","Switzerland","(not recorded)",21
"2018/19","Approved","Switzerland","Polytechnics",3
"2018/19","Approved","Switzerland","Private Training Establishments",111
"2018/19","Approved","Switzerland","Schools",78
"2018/19","Approved","Switzerland","Universities",36
"2018/19","Approved","Syria","Schools",3
"2018/19","Approved","Syria","Universities",3
"2018/19","Approved","Taiwan","(not recorded)",15
"2018/19","Approved","Taiwan","Polytechnics",66
"2018/19","Approved","Taiwan","Private Training Establishments",180
"2018/19","Approved","Taiwan","Schools",225
"2018/19","Approved","Taiwan","Universities",267
"2018/19","Approved","Tajikistan","Schools",3
"2018/19","Approved","Tanzania","Polytechnics",3
"2018/19","Approved","Tanzania","Private Training Establishments",0
"2018/19","Approved","Tanzania","Schools",3
"2018/19","Approved","Tanzania","Universities",0
"2018/19","Approved","Thailand","(not recorded)",36
"2018/19","Approved","Thailand","Polytechnics",99
"2018/19","Approved","Thailand","Private Training Establishments",1005
"2018/19","Approved","Thailand","Schools",1002
"2018/19","Approved","Thailand","Universities",357
"2018/19","Approved","Timor Leste","(not recorded)",9
"2018/19","Approved","Timor Leste","Polytechnics",3
"2018/19","Approved","Timor Leste","Private Training Establishments",3
"2018/19","Approved","Timor Leste","Schools",6
"2018/19","Approved","Timor Leste","Universities",36
"2018/19","Approved","Tonga","(not recorded)",207
"2018/19","Approved","Tonga","Polytechnics",57
"2018/19","Approved","Tonga","Private Training Establishments",69
"2018/19","Approved","Tonga","Schools",180
"2018/19","Approved","Tonga","Universities",60
"2018/19","Approved","Trinidad and Tobago","(not recorded)",3
"2018/19","Approved","Trinidad and Tobago","Private Training Establishments",3
"2018/19","Approved","Trinidad and Tobago","Schools",6
"2018/19","Approved","Trinidad and Tobago","Universities",3
"2018/19","Approved","Tunisia","(not recorded)",0
"2018/19","Approved","Tunisia","Universities",0
"2018/19","Approved","Turkey","(not recorded)",6
"2018/19","Approved","Turkey","Polytechnics",3
"2018/19","Approved","Turkey","Private Training Establishments",9
"2018/19","Approved","Turkey","Schools",15
"2018/19","Approved","Turkey","Universities",12
"2018/19","Approved","Turkmenistan","Private Training Establishments",3
"2018/19","Approved","Tuvalu","(not recorded)",6
"2018/19","Approved","Tuvalu","Polytechnics",15
"2018/19","Approved","Tuvalu","Private Training Establishments",0
"2018/19","Approved","Tuvalu","Schools",9
"2018/19","Approved","Tuvalu","Universities",18
"2018/19","Approved","Uganda","Schools",0
"2018/19","Approved","Uganda","Universities",3
"2018/19","Approved","Ukraine","(not recorded)",15
"2018/19","Approved","Ukraine","Polytechnics",6
"2018/19","Approved","Ukraine","Private Training Establishments",15
"2018/19","Approved","Ukraine","Schools",36
"2018/19","Approved","Ukraine","Universities",12
"2018/19","Approved","United Arab Emirates","Polytechnics",3
"2018/19","Approved","United Arab Emirates","Schools",0
"2018/19","Approved","United Arab Emirates","Universities",3
"2018/19","Approved","United Kingdom","(not recorded)",348
"2018/19","Approved","United Kingdom","Polytechnics",48
"2018/19","Approved","United Kingdom","Private Training Establishments",273
"2018/19","Approved","United Kingdom","Schools",351
"2018/19","Approved","United Kingdom","Universities",306
"2018/19","Approved","United States of America","(not recorded)",273
"2018/19","Approved","United States of America","Polytechnics",51
"2018/19","Approved","United States of America","Private Training Establishments",84
